単語,出現回数
無実,1
無力,1
内乱,1
壮大,1
遷す,1
こむ,1
干拓,1
名君,1
削ぐ,1
つづく,1
弱体,1
突入,1
放逐,1
はじまる,1
ことなる,1
外征,1
ユーフラテス,1
石,1
陵墓,1
早世,1
再開,1
退位,1
国威,1
奉じる,1
名乗る,1
改める,1
一神教,1
花開く,1
戦闘,1
属国,1
落ち着く,1
継嗣,1
親友,1
血筋,1
皇位,1
既定,1
移譲,1
老齢,1
なくす,1
膨張,1
痛み分け,1
粘土,1
偉大,1
国勢,1
下り坂,1
滅ぶ,1
告げる,1
傭兵,1
進撃,1
圧迫,1
さらす,1
うける,1
奪回,1
落とす,1
頓挫,1
小競り合い,1
圧倒,1
王位,1
緩む,1
狙う,1
おびえる,1
軍勢,1
中枢,1
海港,1
善政,1
暗愚,1
政局,1
打ち続く,1
疲弊,1
殺す,1
誼,1
海戦,1
自殺,1
年表,1
タイム,1
平民,1
租税,1
無償,1
課する,1
不自由,1
小作,1
相応,1
僅か,1
中流,1
子弟,1
儀礼,1
書物,1
注解,1
算数,1
簿記,1
官庁,1
書類作成,1
水泳,1
ボート,1
レスリング,1
弓,1
体罰,1
鞭打つ,1
一室,1
監禁,1
怠ける,1
正す,1
養成,1
志望,1
勉学,1
設備,1
双方,1
写本,1
男子,1
女子,1
読み書き,1
母親,1
手伝い,1
法体,1
踏む,1
葬送,1
臣下,1
死,1
刑罰,1
婦女子,1
負ける,1
負け,1
神託,1
容疑,1
犯人,1
神像,1
堕落,1
悪用,1
多年,1
暗い,1
余る,1
処置,1
モンスーン,1
降らす,1
鉄砲水,1
引く,1
更新,1
浅い,1
水路,1
掘る,1
ためる,1
耕作,1
大麦,1
タマネギ,1
ニンニク,1
ニラ,1
ラディッシュ,1
レタス,1
豆類,1
ソラマメ,1
ヒヨコ,1
豆,1
水利,1
徴税,1
国庫,1
農奴,1
雇う,1
急流,1
阻害,1
南下,1
各所,1
小国,1
抗争,1
繰り広げる,1
乳香,1
没薬,1
象牙,1
鉱物,1
瑠璃,1
アフガニスタン,1
良材,1
産す,1
ミ,1
伸びる,1
陸路,1
屈曲,1
インド洋,1
沿海,1
おこなう,1
貴金属,1
秤量,1
鋳造,1
興味深い,1
預ける,1
預り,1
いれる,1
早まる,1
富,1
没落,1
工程,1
早見,1
実学,1
課税,1
実社会,1
薄い,1
十進法,1
暦法,1
手術,1
接骨,1
薬局方,1
糖尿,1
病,1
椅子,1
花崗岩,1
砂岩,1
採掘,1
アブ,1
シン,1
精密,1
コムギ,1
食い,1
草食,1
肉,1
挟む,1
焼く,1
窯,1
給与,1
原産,1
オオムギ,1
麦,1
外来,1
高貴,1
食物,1
嗜好,1
ドリンク,1
アルコール,1
通説,1
麒麟麦酒,1
壁画,1
絵,1
パン生地,1
酵母,1
味,1
ヨーグルト,1
彫金,1
マスク,1
フレスコ,1
入手,1
寄せ木,1
曲げる,1
色彩,1
焼き,1
発色,1
考古,1
銀製,1
トランペット,1
ヨシ,1
フルート,1
宴会,1
刻,1
崩す,1
詩,1
自伝,1
追悼,1
悲嘆,1
教訓,1
シヌヘ,1
書写,1
草,1
宝飾,1
化粧,1
ボード,1
バント,1
観覧,1
来世,1
永遠,1
肉体,1
きょう,1
こい,1
面す,1
接点,1
数え上げる,1
千年紀,1
遡れる,1
幾多,1
史跡,1
水源,1
翻,1
一派,1
双,1
ライム,1
埃及,1
埃,1
略す,1
盛衰,1
東征,1
組み込む,1
部将,1
在来,1
末代,1
女王,1
奮闘,1
虚しい,1
紀元,1
通す,1
一翼,1
アース,1
ウマ,1
イヤ,1
版図,1
奴隷,1
きっかけ,1
収拾,1
隊長,1
実力,1
世襲,1
矛盾,1
アフマド,1
武力,1
鎮圧,1
開戦,1
逮捕,1
国外,1
立憲,1
布く,1
枢軸,1
英軍,1
戦線,1
動揺,1
追い込む,1
半年,1
団長,1
廃位,1
兼務,1
中立,1
汎,1
断行,1
脱退,1
第三次中東戦争,1
惨敗,1
求心力,1
急死,1
後任,1
融和,1
捨てる,1
舵,1
切る,1
共産,1
結党,1
左翼,1
和平,1
ジハード,1
収支,1
昇格,1
ムバラク,1
湾岸,1
派兵,1
累積,1
帳消し,1
基金,1
世界銀行,1
供与,1
画期的,1
レート,1
発令,1
事態,1
ジャスミン,1
発す,1
波及,1
全権,1
委譲,1
頻発,1
月末,1
処罰,1
軍部,1
平方キロメートル,1
府,1
覚書,1
股,1
限,1
公司,1
破談,1
請け負う,1
政体,1
採る,1
三権,1
司令,1
兼任,1
任,1
見逃す,1
再任,1
可,1
信任,1
突き,1
上げ,1
翌日,1
代行,1
務める,1
解任,1
逆戻り,1
民政,1
復帰,1
一院制,1
公選,1
死者,1
辞表,1
演説,1
次期,1
日間,1
大勢,1
野党,1
非合法,1
ブロック,1
社会民主党,1
中道,1
青年,1
最高裁判所,1
解党,1
過半数,1
徹底的,1
法典,1
二元,1
リーダー,1
仇敵,1
憤激,1
断交,1
堅持,1
入り,1
検問,1
修復,1
一線,1
画す,1
アカバ,1
湾口,1
架橋,1
往来,1
話し合う,1
数少ない,1
見積もり,1
兵力,1
予備,1
兵員,1
陸軍,1
海軍,1
防空,1
国境警備隊,1
国防省,1
親衛隊,1
消耗,1
干戈,1
交える,1
掃討,1
メンバー,1
親密,1
武器,1
露,1
パートナー,1
隅,1
海抜,1
ジブチ,1
山地,1
旧約,1
聖書,1
セ,1
十戒,1
授かる,1
湾入,1
くびれる,1
地峡,1
境目,1
大動脈,1
隣,1
青,1
北上,1
以北,1
稠密,1
中部,1
湾曲,1
流れ込む,1
扇状,1
三角州,1
塩水,1
入りこむ,1
激しい,1
なだらか,1
涸れる,1
ハル,1
以東,1
東経,1
実効,1
両国,1
無主,1
地中,1
積雪,1
最上級,1
官選,1
大まか,1
モロッコ,1
在外,1
外貨,1
安易,1
見込む,1
ドナルド,1
トランプ,1
敏腕,1
起用,1
料金,1
窓口,1
チップ,1
喜捨,1
渡す,1
一因,1
決済,1
新型,1
コロナ,1
感染,1
症,1
あいまつ,1
通年,1
せき止める,1
ダム,1
コントロール,1
格段,1
投入,1
後塵,1
拝,1
力不足,1
中小,1
国営,1
民営,1
高騰,1
春,1
低迷,1
相場,1
切り下げ,1
健全,1
復調,1
自給,1
果物,1
ジャム,1
輸出,1
原料,1
賄う,1
コメ,1
太平洋戦争,1
食糧難,1
配給,1
シェア,1
帆船,1
リバー,1
クルーズ,1
運航,1
営業,1
フラッグ,1
キャリア,1
筆頭,1
ハブ,1
突破,1
食糧,1
推移,1
弱,1
読み取れる,1
遊牧民,1
所以,1
カリフ,1
史実,1
一帯,1
参集,1
モスク,1
当てはめる,1
キリスト教徒,1
話せる,1
委ねる,1
取扱,1
総説,1
意欲,1
法制,1
上限,1
長期間,1
除外,1
倣う,1
マラケシュ,1
最長,1
メキシコ,1
コートジボワール,1
ホンジュラス,1
グアテマラ,1
サモア,1
クラシック,1
遡及,1
算出,1
改定,1
台本,1
活版,1
商品,1
故人,1
パブ,1
ピカソ,1
ブラッセル,1
期限,1
撤回,1
名著,1
カリフォルニア,1
共和党,1
法案,1
プログラマー,1
エリック,1
合衆国,1
合憲,1
万国,1
特記,1
始期,1
商標,1
要する,1
享有,1
妥当,1
芥川,1
龍之介,1
梶井,1
基次郎,1
島崎,1
藤村,1
太宰,1
藤田,1
嗣治,1
雅号,1
俳号,1
芸名,1
四股,1
ニックネーム,1
ハンドル,1
ネーム,1
ペンネーム,1
演出,1
比べ,1
国策,1
失する,1
要望,1
害す,1
見送る,1
答申,1
採択,1
義務づける,1
切れる,1
毎号,1
年報,1
メール,1
マガジン,1
各回,1
全集,1
連載,1
次回,1
不当,1
簡便,1
池波,1
正太郎,1
満期,1
前日,1
態様,1
声望,1
害する,1
事由,1
民謡,1
作詞,1
ヘンリー,1
クレイ,1
ワーク,1
訳詞,1
相違,1
ねらう,1
録画,1
新旧,1
文理,1
ファースト,1
トレーディング,1
相手取る,1
請求,1
不服,1
即時,1
敗訴,1
取り下げる,1
決着,1
リヒテンシュタイン,1
在庫,1
全量,1
マスター,1
財,1
高裁,1
千代田,1
元禄,1
町民,1
息づく,1
エリア,1
龍山,1
渋谷,1
池袋,1
六本木,1
国内外,1
情緒,1
味わえる,1
下谷地,1
立地,1
南側,1
御徒町,1
アメ横,1
賑わう,1
関東大震災,1
壊滅,1
焼ける,1
浅草橋,1
問屋,1
大正,1
風情,1
色濃い,1
外れ,1
遊廓,1
名残,1
日本一,1
風俗,1
ソープ,1
山谷,1
日雇い,1
北関東,1
東北,1
信越,1
玄関,1
口,1
新幹線,1
停車,1
銀座,1
東洋,1
戸,1
建,1
マンション,1
（財）,1
古都,1
良好,1
寛永寺,1
谷中,1
表慶,1
文化財,1
由緒,1
考え出す,1
収束,1
都知事,1
高台,1
連想,1
組合う,1
煕,1
字典,1
めでたい,1
載る,1
瑞祥,1
太平,1
隅田,1
浅谷,1
読み方,1
ふりがな,1
生まれ,1
とう,1
読み,1
上野台,1
対岸,1
南端,1
神田,1
欄,1
丁,1
通勤,1
通学,1
残留,1
夜,1
誤差,1
沿革,1
令和,1
元年,1
甚大,1
時半,1
カ所,1
区立,1
忍,1
岡,1
受付,1
紙,1
氏名,1
申告,1
追い返す,1
明るみ,1
防災,1
コメント,1
民主党,1
裕子,1
晋,1
望ましい,1
答弁,1
声明,1
不十分,1
申し訳,1
皆様,1
心配,1
おかけいたす,1
真摯,1
庁,1
災害,1
援助,1
まいる,1
謝罪,1
都議会,1
衆議院,1
法務省,1
財務省,1
消防,1
短大,1
循環,1
委託,1
夜行,1
いわき,1
北茨城,1
東海,1
ひたちなか,1
常陸太田,1
大子,1
常陸,1
大宮,1
那珂,1
降車,1
深夜,1
急行,1
リムジン,1
国道,1
都道,1
航路,1
汽船,1
プレート,1
運輸,1
支局,1
割り当てる,1
割り当て,1
江戸川,1
荒川,1
旧跡,1
神社,1
寺院,1
スポット,1
園,1
名産,1
特産,1
特色,1
くん,1
有名人,1
田谷,1
力三,1
藤原,1
義江,1
榎本,1
健一,1
古川,1
喜劇,1
ストリップ,1
幕間,1
渥美,1
清,1
八郎,1
萩本,1
欽一,1
坂上,1
二郎,1
ビートたけし,1
大衆,1
芸能,1
ゆかり,1
がく,1
類義語,1
萌芽,1
鋭い,1
霊魂,1
随所,1
始原,1
生気,1
思弁,1
態,1
物体,1
形相,1
ドス,1
起動,1
因,1
滴,1
虫,1
奇妙,1
標本,1
ロベルト,1
図像,1
辞,1
唯物,1
かた,1
形作る,1
同定,1
解読,1
あぶる,1
突然変異,1
誘発,1
移植,1
見いだす,1
捕われる,1
シミュレーション,1
解き明かす,1
がたい,1
傾倒,1
抜け出す,1
自明,1
目新しい,1
両輪,1
洞察,1
交雑,1
確証,1
ワトソン,1
フランシス,1
クリック,1
回折,1
模型,1
相補,1
鎖,1
見事,1
教義,1
裏切る,1
糸口,1
公理,1
史学,1
あいだ,1
改変,1
薬学,1
学説,1
あれる,1
ゆく,1
脊椎動物,1
群集,1
極地,1
横断,1
脚光,1
浴びる,1
総論,1
被せる,1
える,1
順番,1
冠する,1
近世,1
造反,1
イモリ,1
育種,1
醸成,1
適者生存,1
発案,1
なぞらえる,1
たてる,1
ファー,1
梅棹,1
忠夫,1
実業,1
ならぶ,1
勢い,1
ベンチャー,1
起業,1
塩基,1
多,1
オーダ,1
畜産,1
生かす,1
資金,1
輝かしい,1
臨床,1
組み換え,1
取り組み,1
熟考,1
重なる,1
わける,1
くくる,1
仲間,1
みずから,1
結社,1
度合い,1
世間,1
浮き世,1
古語,1
会合,1
紹興,1
孟,1
元老,1
夢,1
華,1
録,1
民社,1
為す,1
当てる,1
青地,1
林宗,1
文政,1
輿地,1
略,1
教団,1
会派,1
古賀,1
増,1
安政,1
慶応,1
職分,1
和訳,1
人びと,1
論説,1
福地,1
源一郎,1
東京日日新聞,1
社説,1
こちら,1
ルビ,1
振る,1
アリ,1
ハチ,1
イヌ,1
サル,1
単独,1
古来,1
外敵,1
守る,1
村落,1
モリソン,1
マッキー,1
バー,1
流動,1
異質,1
公害,1
乗り出す,1
偏差,1
賃金,1
処遇,1
昇進,1
優劣,1
極度,1
成否,1
ハザード,1
フロイト,1
反作用,1
ごっこ,1
処分,1
興す,1
育む,1
充実,1
悲しみ,1
希求,1
負,1
圧力,1
親和,1
自尊,1
好奇,1
対策,1
四つ,1
合力,1
助力,1
離脱,1
逃避,1
乱す,1
永久,1
懲戒,1
解雇,1
人権,1
罰則,1
私,1
責務,1
闘争,1
民主,1
礼儀,1
マナー,1
カスタム,1
非公式,1
効用,1
物々交換,1
介す,1
取引,1
作動,1
育児,1
おもちゃ,1
上り,1
双六,1
種々,1
シューティング,1
射的,1
遊具,1
ホラー,1
とくさ,1
元々,1
略語,1
カメラ,1
回し,1
コマ,1
抜き,1
列車,1
強盗,1
架空,1
実物,1
長年,1
渡る,1
恐竜,1
ロスト,1
集大成,1
ともども,1
手作り,1
モンスター,1
造形,1
パイオニア,1
牽引,1
神様,1
ゴジラ,1
英二,1
元祖,1
忍術,1
師匠,1
郎,1
戦前,1
キングコング,1
尺貫法,1
寸法,1
人数,1
精巧,1
見応え,1
ノウハウ,1
驚異,1
コストダウン,1
採石,1
跡地,1
人海,1
戦術,1
人員,1
マスコミ,1
特技,1
金閣寺,1
月光,1
等身,1
放映,1
費用,1
破格,1
金額,1
七,1
主人公,1
波島,1
千葉,1
真一,1
器械体操,1
披露,1
演技,1
変身,1
東映,1
株式会社,1
創立,1
銘打つ,1
ドキュメンタリー,1
刑事,1
汲む,1
アナログ,1
旧式,1
企画,1
展,1
館長,1
巡回,1
コンソーシアム,1
一環,1
一生,1
若干,1
目覚める,1
洗う,1
みがく,1
髪,1
とかす,1
朝食,1
着替える,1
宿題,1
自営業,1
勤め人,1
帰る,1
畑,1
農機具,1
漁業,1
たずさわる,1
漁,1
手入れ,1
過ごす,1
昼食,1
夕食,1
トイレ,1
シャワー,1
あびる,1
風呂,1
くつろぐ,1
甘い,1
眠り,1
焦点,1
あてる,1
疲れる,1
背筋,1
思い立つ,1
リハビリ,1
職種,1
払う,1
起床,1
就寝,1
食事,1
歯磨き,1
洗顔,1
排泄,1
負傷,1
骨,1
筋肉,1
傷める,1
当たり前,1
寝る,1
媒体,1
報道,1
民俗,1
慣れる,1
湧く,1
生む,1
卒業,1
退学,1
別れ,1
クビ,1
役所,1
人生,1
まれ,1
救急,1
車,1
倒れる,1
緊急,1
入院,1
かけつける,1
看病,1
葬儀,1
喪主,1
休む,1
気分,1
旅,1
コンピュータネットワーク,1
ビジョン,1
エンジン,1
圧縮,1
創出,1
直訳,1
和田,1
弘,1
あらわす,1
工学部,1
しき,1
うつろう,1
エン,1
埋め込む,1
完,1
違い,1
定数,1
述語,1
繰り返し,1
等々,1
演ずる,1
統辞,1
演繹,1
模擬,1
込み,1
あてはめる,1
音素,1
語幹,1
文字通り,1
浮き彫り,1
有意義,1
プッシュダウン,1
スタック,1
ポップ,1
不能,1
そくげん,1
偶数,1
補,1
逆転,1
組み合わせ,1
マイ,1
ヒル,1
定理,1
代数,1
同型,1
濃度,1
品詞,1
ごする,1
仮名漢字,1
精度,1
個々人,1
多次元,1
別物,1
魅力,1
年頃,1
うまい,1
行き過ぎる,1
模様,1
ブレーク,1
スルー,1
かわいい,1
少女,1
指数,1
マルコフ,1
連鎖,1
一見,1
○,1
揺るぎない,1
強いる,1
あまり,1
多義,1
順序,1
入れ替える,1
情景,1
ワードプロセッサ,1
アポステリオリ,1
オリジナル,1
有利,1
タスク,1
ニーズ,1
組み合わす,1
万能,1
遠い,1
欠点,1
定番,1
低級,1
バイト,1
マシン,1
インタープリタ,1
位置づけ,1
滅多,1
持ち出す,1
世の中,1
モニタ,1
画面,1
ボタン,1
メニュー,1
ケーブル,1
送り出す,1
繊細,1
曲線,1
真面目,1
冗談,1
難解,1
整頓,1
そう,1
カテゴリ,1
次第,1
駆動,1
階,1
先祖,1
厚紙,1
蒸気,1
動力,1
使い方,1
制約,1
レター,1
反論,1
指針,1
劇的,1
軍需,1
費やす,1
インターネット,1
サーバ,1
グラフィカル,1
テキストファイル,1
空白,1
取り除く,1
トー,1
クン,1
切り出す,1
調べる,1
下記,1
従う,1
従業,1
空,1
後続,1
擬似,1
もとづく,1
ディジタル,1
バイナリ,1
ふつう,1
割る,1
拒絶,1
型のある,1
アップ,1
ビット列,1
オペランド,1
ワード,1
ビット,1
迂回,1
渡せる,1
代入,1
付与,1
デバッグ,1
先行,1
遅延,1
短絡,1
作法,1
入出力,1
累乗,1
呼出,1
呼び出す,1
任せる,1
概観,1
プロセッサ,1
射影,1
通俗,1
がる,1
計測,1
工数,1
行,1
メイン,1
組み込み,1
オペレーティングシステム,1
スペル,1
適当,1
補正,1
込める,1
パリス,1
錯綜,1
教条,1
分解,1
徹底,1
増え,1
すれる,1
くらべる,1
いいかげん,1
奥,1
コンテキスト,1
ふだん,1
冒頭,1
代用,1
遥か,1
親しむ,1
手間,1
軽減,1
兼ね備える,1
違える,1
埋没,1
不都合,1
一文字,1
校正,1
後ろ,1
添える,1
ユーザ,1
じん,1
こうち,1
工学科,1
佐藤,1
筋書き,1
面白い,1
配管,1
旅行,1
電話,1
好影響,1
われわれ,1
至高,1
脅かす,1
前掲,1
概,1
勾配,1
囲碁,1
不完全,1
ポーカー,1
プレイヤー,1
破る,1
麻雀,1
対戦,1
天,1
鳳,1
センサー,1
実務,1
説得,1
セーフティ,1
クリティカル,1
自滅,1
善い,1
アレン,1
スキャン,1
回路,1
カ年,1
立ち,1
官民,1
一体,1
天才,1
児,1
マサチューセッツ工科大学,1
イノベーション,1
スーパーコンピュータ,1
齊,1
藤元,1
リード,1
てる,1
勢,1
幹部,1
台湾,1
開,1
復,1
シリコンバレー,1
政界,1
フェイス,1
富士通,1
招致,1
褒賞,1
日経新聞,1
調べ,1
一変,1
時代遅れ,1
使い物,1
忠告,1
展望,1
明快,1
得意,1
未知,1
苦手,1
話題,1
医用,1
メド,1
現場,1
レントゲン,1
異常,1
検知,1
病気,1
見逃し,1
早期,1
カルテ,1
問診,1
疾病,1
新薬,1
アグリ,1
搭載,1
重労働,1
病害虫,1
個所,1
見つけだす,1
農作物,1
苗,1
瞬時,1
見つけ出せる,1
持続,1
ネット,1
歳児,1
失,1
秋,1
過渡,1
加速度,1
応答,1
工夫,1
不要,1
公道,1
走行,1
解禁,1
福井,1
永平寺,1
認証,1
アシスタント,1
掃除,1
地震,1
メリット,1
デメリット,1
曲,1
作風,1
真似る,1
ソフト,1
リズム,1
タッチ,1
譜面,1
声優,1
歌手,1
歌う,1
歌声,1
ミックス,1
セッション,1
破棄,1
音源,1
モノラル,1
シングル,1
カセットテープ,1
ボーカル,1
抽出,1
コンセプト,1
アニメーション,1
中割,1
モノクロ,1
彩色,1
イラスト,1
危惧,1
将棋,1
対局,1
戦法,1
不可解,1
選手,1
怪我,1
パフォーマンス,1
トピック,1
危険,1
借りる,1
利点,1
当てはまる,1
プライベート,1
悪,1
差分,1
ブライアン,1
クリスチャン,1
ライセンス,1
フェア,1
ユース,1
ジョナサン,1
訴える,1
帰属,1
補償,1
誘導,1
最適,1
陰謀,1
党派,1
推薦,1
フィルター,1
バブル,1
信じ込む,1
損なう,1
悪意,1
第一人者,1
ジェフリー,1
欠如,1
非線形,1
正常,1
テスト,1
合格,1
皮膚,1
がん,1
悪性,1
腫瘍,1
草案,1
明文化,1
近似,1
マルチタスク,1
ターゲット,1
畳み込む,1
募集,1
ラベル,1
サンプル,1
不一致,1
ラベル付け,1
プロダクト,1
偏見,1
異,1
過大,1
過小,1
明示,1
履歴,1
ブラインド,1
倍増,1
旧型,1
火力,1
閉鎖,1
遅らせる,1
莫大,1
地熱,1
急ぐ,1
優しい,1
現時点,1
見込み,1
インテリジェント,1
助ける,1
排出,1
半導体,1
最大手,1
選択肢,1
出資,1
新設,1
探す,1
郭,1
栄,1
昌,1
スリー,1
マイル,1
号機,1
稼働,1
アマゾン,1
電源,1
原子,1
炉,1
購入,1
福島,1
ゴールド,1
サックス,1
最大限,1
テロリスト,1
ならず者,1
標的,1
敵,1
潜伏,1
スパイ,1
ウェア,1
有毒,1
寡占,1
占有,1
固める,1
別称,1
制裁,1
科す,1
済,1
適法,1
読み取り,1
無断,1
条文,1
争う,1
方針,1
前月,1
明かす,1
セキュリティ,1
同社,1
障壁,1
扱える,1
高性能,1
