company,code,capitalication
"オーエムツーネットワーク","7614","10497292254"
"ハチバン","9950","10492939620"
"ミクニ","7247","10487222284"
"ヒマラヤ","7514","10484989737"
"フジプレアム","4237","10484812800"
"オーウエル","7670","10479000000"
"アルファパーチェス","7115","10468897000"
"大石産業","3943","10456688000"
"相模ゴム工業","5194","10412451448"
"ファイズホールディングス","9325","10411533600"
"クワザワホールディングス","8104","10400671008"
"ホクリヨウ","1384","10379193000"
"JUKI","6440","10366340113"
"ジェイ・エム・エス（称号 株式会社 JMS）","7702","10338588788"
"アドテックプラズマテクノロジー","6668","10311786000"
"南総通運","9034","10300000000"
"ハウスコム","3275","10298380000"
"ハリマ共和物産","7444","10273680384"
"ノザワ","5237","10263750000"
"信和","3447","10224675000"
"竹本容器","4248","10223827200"
"クレオ","9698","10216968720"
"ワイズホールディングス","5955","10196435315"
"ウイルプラスホールディングス","3538","10172714940"
"丸紅建材リース","9763","10171719040"
"UEX","9888","10164000000"
"BSNメディアホールディングス","9408","10140000000"
"コンフィデンス・インターワークス","7374","10105898286"
"平安レイサービス","2344","10079265105"
"森組","1853","10069600000"
"金下建設","1897","10064809040"
"日本フェンオール","6870","10029886000"
"三井住建道路","1776","10019700000"
"アルファポリス","9467","10016771600"
"ジェーソン","3080","9980548000"
"アステリア","3853","9970021050"
"丸山製作所","6316","9953048028"
"ワイズテーブルコーポレーション","2798","9944676000"
"ADワークスグループ","2982","9909652800"
"サンコーテクノ","3435","9899801856"
"フレクト","4414","9894135360"
"ベリテ","9904","9884789475"
"ワシントンホテル","4691","9882040000"
"中外鉱業","1491","9851431388"
"岡野バルブ製造","6492","9825640000"
"近畿車輛","7122","9802961421"
"パピレス","3641","9779555360"
"永大産業","7822","9777814200"
"はるやまホールディングス","7416","9775651254"
"ウェッズ","7551","9767608596"
"ディーブイエックス","3079","9745120000"
"Jストリーム","4308","9735917800"
"コラントッテ","7792","9730117800"
"キャリアデザインセンター","2410","9720324328"
"テンアライド","8207","9718896563"
"エフテック","7212","9711654636"
"カナレ電気","5819","9705750860"
"ハブ","3030","9686801000"
"ヤスハラケミカル","4957","9679819059"
"Aiming","3911","9666962100"
"京葉瓦斯","9539","9633735000"
"東洋埠頭","9351","9628560000"
"グリーンエナジー&カンパニー","1436","9626597400"
"ティア","2485","9611812700"
"三洋工業","5958","9609600000"
"内海造船","7018","9609045000"
"田中精密工業","7218","9607382400"
"ドリーム・アーツ","4811","9601292800"
"メドピア","6095","9586074760"
"NANO MRNA","4571","9573469488"
"片倉コープアグリ","4031","9562146526"
"兼房","5984","9559080000"
"Casa","7196","9545770500"
"萬世電機","7565","9545000000"
"AIAIグループ","6557","9533695956"
"フルハシEPO","9221","9526248000"
"トリプルアイズ","5026","9525498000"
"木徳神糧","2700","9519480000"
"エノモト","6928","9501658240"
"ダントーホールディングス","5337","9471000000"
"ソトー","3571","9461021003"
"パンチ工業","6165","9455001600"
"シンクロ・フード","3963","9438804000"
"日東ベスト","2877","9427972140"
"あじかん","2907","9409400000"
"東海運","9380","9399975000"
"シライ電子工業","6658","9371920000"
"エーアンドエーマテリアル","5391","9356934000"
"オーバル","7727","9346260000"
"石塚硝子","5204","9308336124"
"ユニバンス","7254","9288524439"
"エコナビスタ","5585","9285293430"
"さくらさくプラス","7097","9272339700"
"クロップス","9428","9261491000"
"メディネット","2370","9258035710"
"システム ディ","3804","9240156000"
"ヨシタケ","6488","9238869198"
"ビザスク","4490","9236650000"
"魁力屋","5891","9234180000"
"メタルアート","5644","9229027586"
"セルム","7367","9217311600"
"ヘッドウォータース","4011","9207094500"
"ウエスコホールディングス","6091","9184258095"
"マイクロ波化学","9227","9184026400"
"日本石油輸送","9074","9177946470"
"エーワン精密","6156","9163700000"
"テイツー","7610","9132356954"
"大東銀行","8563","9132351178"
"HYUGA PRIMARY CARE","7133","9130716000"
"イーディーピー","7794","9117702600"
"アグレ都市デザイン","3467","9108582000"
"tripla","5136","9106667418"
"アドバンテッジリスクマネジメント","8769","9089385200"
"三栄コーポレーション","8119","9078275976"
"東京インキ","4635","9063145350"
"ミタチ産業","3321","9053458784"
"ケー・エフ・シー","3420","9052867350"
"バルテス・ホールディングス","4442","9051900000"
"ジオスター","5282","9049110000"
"長栄","2993","9036268000"
"東京コスモス電機","6772","9013125000"
"ベステラ","1433","8999190200"
"ワイエイシイホールディングス","6298","8997749134"
"両毛システムズ","9691","8985600000"
"ダイキアクシス","4245","8982569700"
"サンヨーホームズ","1420","8972820000"
"リプロセル","4978","8966219100"
"イーグランド","3294","8937119100"
"アースインフィニティ","7692","8920627200"
"きちりホールディングス","3082","8912460200"
"Ridge-i","5572","8911557280"
"STIフードホールディングス","2932","8907228900"
"ツクルバ","2978","8895116000"
"ペッパーフードサービス","3053","8892000000"
"明豊エンタープライズ","8927","8887110900"
"ラストワンマイル","9252","8886542500"
"昭和真空","6384","8884133000"
"トミタ","8147","8867520000"
"アシードホールディングス","9959","8852882688"
"博展","2173","8848009440"
"浜木綿","7682","8837624250"
"リーガルコーポレーション","7938","8827000000"
"日本フエルト","3512","8822544809"
"トビラシステムズ","4441","8811938400"
"オリジナル設計","4642","8810384000"
"クリエートメディック","5187","8784873243"
"川西倉庫","9322","8778596286"
"ワッツ","2735","8775137600"
"環境フレンドリーホールディングス","3777","8768671780"
"ジェイグループホールディングス","3063","8762318300"
"勤次郎","4013","8752800000"
"メディカル一光グループ","3353","8750500000"
"タビオ","2668","8742208040"
"PCIホールディングス","3918","8725508800"
"ジャパニアス","9558","8723148800"
"じもとホールディングス","7161","8723085475"
"シンバイオ製薬","4582","8720236390"
"ベルトラ","7048","8671683060"
"フロンティア・マネジメント","7038","8663643571"
"ROBOT PAYMENT","4374","8655363366"
"森下仁丹","4524","8652750000"
"南海辰村建設","1850","8593047540"
"ジェノバ","5570","8580710000"
"白洋舍","9731","8580000000"
"クラシコム","7110","8564404800"
"コンヴァノ","6574","8537113200"
"伊豆シャボテンリゾート","6819","8521941156"
"東京テアトル","9633","8517819000"
"大同信号","6743","8504496000"
"アイサンテクノロジー","4667","8484388891"
"大光","3160","8483481000"
"テセック","6337","8471566870"
"ライトアップ","6580","8470954000"
"神戸天然物化学","6568","8464531200"
"リニカル","2183","8461080000"
"仙波糖化工業","2916","8458800000"
"サイバーリンクス","3683","8450720362"
"プラネット","2391","8423656000"
"デリカフーズホールディングス","3392","8415208000"
"北沢産業","9930","8384026464"
"エヌエフホールディングス","6864","8377950000"
"ラクオリア創薬","4579","8374014747"
"ココナラ","4176","8348533700"
"エスイー","3423","8345512200"
"ソルクシーズ","4284","8341204734"
"NATTY SWANKYホールディングス","7674","8340519000"
"テノックス","1905","8339616800"
"石川製作所","6208","8320921516"
"ピクセルカンパニーズ","2743","8298823200"
"富山銀行","8365","8286376800"
"スターフライヤー","9206","8275434500"
"AViC","9554","8274091500"
"ビリングシステム","3623","8271144000"
"平山ホールディングス","7781","8268120000"
"タカトリ","6338","8264692450"
"ブロードマインド","7343","8263633808"
"ジェイフロンティア","2934","8255941984"
"アイキューブドシステムズ","4495","8247331250"
"ナガオカ","6239","8246336000"
"サンコール","5985","8242017366"
"内外テック","3374","8239634262"
"アップガレージグループ","7134","8216520000"
"FIG","4392","8214796215"
"電算","3640","8195428800"
"サンセイランディック","3277","8172824800"
"SAAFホールディングス","1447","8165283972"
"セキュア","4264","8160690300"
"WDBココ","7079","8152950000"
"アサヒペン","4623","8150349000"
"大同工業","6373","8149453946"
"㈱ティムス","4891","8141482134"
"オータケ","7434","8140550000"
"クリングルファーマ","4884","8138786500"
"アスカネット","2438","8138224000"
"東京汽船","9193","8138130000"
"新潟交通","9017","8133720000"
"SANEI","6230","8112216000"
"マーチャント・バンカーズ","3121","8109719750"
"モバイルファクトリー","3912","8095423965"
"プロパティデータバンク","4389","8091930000"
"リベロ","9245","8088826900"
"KYORITSU","7795","8074540000"
"不二サッシ","5940","8055887171.199999"
"久世","2708","8045182653"
"サンリン","7486","8044200000"
"イチカワ","3513","8041817469"
"ゼット","8135","8040800000"
"ユー・エム・シー・エレクトロニクス","6615","8030844080"
"応用技術","4356","8026387200"
"サニーサイドアップグループ","2180","8024332800"
"フェリシモ","3396","8014713000"
"ハマイ","6497","8010647060"
"昭和パックス","3954","7996650000"
"CEホールディングス","4320","7991976000"
"ヴィレッジヴァンガードコーポレーション","2769","7979625500"
"元旦ビューティ工業","5935","7974548010"
"京都ホテル","9723","7963164000"
"興研","7963","7957140677"
"東洋精糖","2107","7954848000"
"アサガミ","9311","7940800000"
"竹田iPホールディングス","7875","7929243000"
"トラスト","3347","7923300000"
"ジーエフシー","7559","7909353840"
"エムケー精工","5906","7906690350"
"ウッドワン","7898","7903101107"
"高知銀行","8416","7898740800"
"わかもと製薬","4512","7873461450"
"ユニチカ","3103","7854318648"
"デンキョーグループホールディングス","8144","7831399675"
"ペイクラウドホールディングス","4015","7831111744"
"共栄タンカー","9130","7810650000"
"神鋼鋼線工業","5660","7805158680"
"GMO TECH","6026","7803395800"
"サイトリ細胞研究所","3750","7795382787"
"日本アンテナ","6930","7793500000"
"セレンディップ・ホールディングス","7318","7773437640"
"コナカ","7494","7770947800"
"TBK","7277","7768103640"
"レナサイエンス","4889","7766848700"
"日本インシュレーション","5368","7740700800"
"ムロコーポレーション","7264","7737608400"
"リリカラ","9827","7723881000"
"駒井ハルテック","5915","7722617077"
"JFLAホールディングス","3069","7722306396"
"フロンティアインターナショナル","7050","7713730000"
"ノイルイミューン・バイオテック","4893","7707714170"
"クロスプラス","3320","7703362400"
"キムラ","7461","7696260000"
"梅の花","7604","7692878400"
"ナ・デックス","7435","7676530400"
"フォーバルテレコム","9445","7675026600"
"ケイファーマ","4896","7670640600"
"グラッドキューブ","9561","7667300700"
"エクストリーム","6033","7659307392"
"エフオン","9514","7658856906"
"水道機工","6403","7655414976"
"ジェイテックコーポレーション","3446","7649880000"
"リアルゲイト","5532","7622100000"
"黒谷","3168","7613053200"
"ペルセウスプロテオミクス","4882","7608924300"
"エスユーエス","6554","7591584000"
"メンタルヘルステクノロジーズ","9218","7590582300"
"coly","4175","7588499100"
"GMOメディア","6180","7587486340"
"倉元製作所","5216","7587481066"
"北恵","9872","7568951796"
"オリジン","6513","7550884222"
"GMOペパボ","3633","7541337300"
"ウェーブロックホールディングス","7940","7517483688"
"シンポ","5903","7510259550"
"旭コンクリート工業","5268","7489878000"
"nmsホールディングス","2162","7477406000"
"コーセーアールイー","3246","7464960000"
"交換できるくん","7695","7460032000"
"不二電機工業","6654","7449273000"
"守谷商会","1798","7424100000"
"タカショー","7590","7423028108"
"テクノホライゾン","6629","7414260480"
"マーケットエンタープライズ","3135","7412537400"
"ジオマテック","6907","7404291600"
"クシム","2345","7400387661"
"BBDイニシアティブ","5259","7392034911"
"アールプランナー","2983","7367336640"
"富士ピー・エス","1848","7366488624"
"ASNOVA","9223","7363532800"
"オーイズミ","6428","7357500000"
"ソーバル","2186","7350748200"
"ノバレーゼ","9160","7350000000"
"ダイコー通産","7673","7337905280"
"トレンダーズ","6069","7321221600"
"中山福","7442","7317641760"
"ほぼ日","3560","7311780000"
"ベガコーポレーション","3542","7308265000"
"アプライド","3020","7298640000"
"MRKホールディングス","9980","7293245112"
"ランディックス","2981","7283110803"
"神田通信機","1992","7274208471"
"ワットマン","9927","7266770768"
"モルフォ","3653","7254760000"
"NITTAN","6493","7244715000"
"協栄産業","6973","7230185880"
"杉田エース","7635","7217282000"
"カンセキ","9903","7212800000"
"クエスト","2332","7194463848"
"カヤック","3904","7184524800"
"クルーズ","2138","7178510400"
"インテリックス","8940","7163544200"
"東海ソフト","4430","7154116200"
"シルバーライフ","9262","7146143200"
"築地魚市場","8039","7143658400"
"阪神内燃機工業","6018","7139061600"
"unerry","5034","7136064000"
"日本ギア工業","6356","7125720000"
"国際計測器","7722","7100000000"
"AeroEdge","7409","7095499020"
"新日本理化","4406","7084512140"
"日本パワーファスニング","5950","7082956660"
"CLホールディングス","4286","7078520000"
"昭文社ホールディングス","9475","7071309297"
"キーウェアソリューションズ","3799","7032920000"
"横浜丸魚","8045","7029331408"
"キムラタン","8107","7029147890"
"東邦亜鉛","5707","7023714357"
"識学","7049","7023273924"
"スペースシャワーSKIYAKIホールディングス","4838","7016032460"
"バルミューダ","6612","7008523200"
"IC","4769","7005436620"
"表示灯","7368","7004843580"
"エスケイジャパン","7608","7004334975"
"Orchestra Holdings","6533","6995495600"
"大東港運","9367","6994805000"
"ダイトーケミックス","4366","6988800000"
"粧美堂","7819","6986610000"
"イワブチ","5983","6985000000"
"巴川コーポレーション","3878","6971291426"
"石光商事","2750","6968000000"
"昭和システムエンジニアリング","4752","6955260000"
"エステールホールディングス","7872","6932829915"
"JTP","2488","6929971200"
"プレミアアンチエイジング","4934","6915383462"
"トリドリ","9337","6914261200"
"アイスコ","7698","6909172800"
"ドーン","2303","6906900000"
"Zenken","7371","6897663300"
"ホウライ","9679","6879600000"
"ビケンテクノ","9791","6869662580"
"ヤマトインターナショナル","8127","6859545392"
"スタメン","4019","6855621000"
"CAICA DIGITAL","2315","6828039700"
"サンメッセ","7883","6826994150"
"ハウス オブ ローゼ","7506","6819441350"
"三和油化工業","4125","6809486000"
"共和工業所","5971","6800000000"
"ロンシール工業","4224","6799204230"
"神栄","3004","6790486500"
"ヤマイチ・ユニハイムエステート","2984","6771253600"
"高田機工","5923","6766460064"
"日新商事","7490","6741200000"
"ホテル、ニューグランド","9720","6734253600"
"カーメイト","7297","6707836710"
"ジモティー","7082","6700395072"
"エプコ","2311","6688888000"
"日和産業","2055","6686694825"
"岡山製紙","3892","6671500000"
"キクカワエンタープライズ","6346","6666000000"
"レシップホールディングス","7213","6663754000"
"ハリマビステム","9780","6660147080"
"日本動物高度医療センター","6039","6642885600"
"三京化成","8138","6637800000"
"Rebase","5138","6636672000"
"星和電機","6748","6632588700"
"バイク王&カンパニー","3377","6631654800"
"農業総合研究所","3541","6629795900"
"共同ピーアール","2436","6622628976"
"三機サービス","6044","6616402425"
"ウチヤマホールディングス","6059","6615352800"
"パシフィックネット","3021","6600420000"
"京都機械工具","5966","6599886840"
"パウダーテック","5695","6590430000"
"アジュバンホールディングス","4929","6587708400"
"ICDAホールディングス","3184","6583500000"
"NaITO","7624","6574741200"
"日本プラスト","7291","6560580000"
"AI CROSS","4476","6520320250"
"ミナトホールディングス","6862","6490436422"
"ピアズ","7066","6487516800"
"サイボー","3123","6487200000"
"サン・ライフホールディング","7040","6479000000"
"エスクロー・エージェント・ジャパン","6093","6478983558"
"フィスコ","3807","6473059302"
"コスモ・バイオ","3386","6465312000"
"スカラ","4845","6462259076"
"丸八証券","8700","6456623090"
"グローバルキッズCOMPANY","6189","6456324864"
"LeTech","3497","6449386712"
"滝沢ハム","2293","6442630000"
"岡山県貨物運送","9063","6432800000"
"ライトオン","7445","6400404000"
"戸田工業","4100","6398052408"
"共和コーポレーション","6570","6390216630"
"ソレイジア・ファーマ","4597","6385302330"
"セキチュー","9976","6379383300"
"ハーバー研究所","4925","6378635000"
"フォーサイド","2330","6369221976"
"ベネフィットジャパン","3934","6366528576"
"ANAP","3189","6347172000"
"ブロードバンドセキュリティ","4398","6340773138"
"サンエー化研","4234","6339200000"
"インタースペース","2122","6333184800"
"日本ケミファ","4539","6328208700"
"岐阜造園","1438","6323070000"
"日本モーゲージサービス","7192","6308016000"
"大伸化学","4629","6300224000"
"小野測器","6858","6295200000"
"ダイニック","3551","6293512780"
"ASTI","6899","6283874034"
"プレシジョン・システム・サイエンス","7707","6280386300"
"ポエック","9264","6278210100"
"FCホールディングス","6542","6276426945"
"日本タングステン","6998","6274267840"
"兼松エンジニアリング","6402","6270628000"
"サインド","4256","6264000000"
"トスネット","4754","6261229800"
"ソネック","1768","6255000000"
"ゼネテック","4492","6250135200"
"グリーンランドリゾート","9656","6228703166"
"翻訳センター","2483","6219174000"
"BeeX","4270","6195511000"
"パシフィックシステム","3847","6193800000"
"東海リース","9761","6170972652"
"アルファグループ","3322","6168686400"
"インターライフホールディングス","1418","6163242932"
"ライトワークス","4267","6154782000"
"チームスピリット","4397","6152898400"
"メタリアル","6182","6138706200"
"UNIVA・Oakホールディングス","3113","6131382080"
"ライフフーズ","3065","6120188800"
"ブリーチ","9162","6115008000"
"Cominix","3173","6113267600"
"ヤシマキザイ","7677","6111360000"
"グローム・ホールディングス","8938","6109425000"
"トルク","8077","6105623664"
"ゴルフダイジェスト・オンライン","3319","6103516000"
"テンダ","4198","6097230000"
"今村証券","7175","6096720000"
"データ・アプリケーション","3848","6079480000"
"鈴与シンワート","9360","6060000000"
"福島銀行","8562","6048000000"
"ジャパンワランティサポート","7386","6047463000"
"セキ","7857","6045228000"
"ミラタップ","3187","6018614400"
"マイクロアド","9553","6012636000"
"東海汽船","9173","6003800000"
"プロジェクトホールディングス","9246","5995771450"
"ニッカトー","5367","5970761940"
"ガーラ","4777","5959953600"
"レントラックス","6045","5949946800"
"アクシス","4012","5949466200"
"アズマハウス","3293","5942725800"
"アミタホールディングス","2195","5934049680"
"キャンディル","1446","5925278400"
"イサム塗料","4624","5920000000"
"田中商事","7619","5917440000"
"ニフティライフスタイル","4262","5912527600"
"日創プロニティ","3440","5910112500"
"エムビーエス","1401","5907248000"
"JESCOホールディングス","1434","5900919100"
"AVILEN","5591","5887650244"
"ヤマシタヘルスケアホールディングス","9265","5866794000"
"黒田精工","7726","5861029434"
"ユーピーアール","7065","5859900000"
"マクアケ","4479","5851653300"
"ファーマライズホールディングス","2796","5849284785"
"安永","7271","5848264828"
"データホライゾン","3628","5847418800"
"アエリア","3758","5841408716"
"加地テック","6391","5841200000"
"アイリックコーポレーション","7325","5816944000"
"ケイブ","3760","5816651500"
"シャルレ","9885","5791050000"
"カイノス","4556","5785193340"
"和井田製作所","6158","5784044000"
"fantasista","1783","5781456934"
"はせがわ","8230","5780376560"
"エンチョー","8208","5774012474"
"土屋ホールディングス","1840","5773626432"
"フルテック","6546","5748913800"
"銀座ルノアール","9853","5739339672"
"有機合成薬品工業","4531","5735214000"
"コーユーレンティア","7081","5721517800"
"昭栄薬品","3537","5719409790"
"ドラフト","5070","5704764800"
"パス","3840","5694823052"
"丸八倉庫","9313","5679400000"
"鉄人化ホールディングス","2404","5677302592"
"オーウイル","3143","5676300000"
"エリッツホールディングス","5533","5673959200"
"重松製作所","7980","5666400000"
"Mマート","4380","5663546400"
"レイ","4317","5659945520"
"ノムラシステムコーポレーション","3940","5631436800"
"ヴィア・ホールディングス","7918","5613105614"
"イトクロ","6049","5601960000"
"アルメディオ","7859","5576092688"
"オーケーエム","6229","5575662400"
"アップルインターナショナル","2788","5572282800"
"OSGコーポレーション","6757","5560500000"
"カワタ","6292","5558910000"
"昭和化学工業","4990","5546277000"
"新都ホールディングス","2776","5534084500"
"オービーシステム","5576","5534046000"
"日本精蝋","5010","5532800000"
"アトムリビンテック","3426","5521225000"
"太平洋興発","8835","5518464632"
"プロパスト","3236","5518222655"
"石井食品","2894","5517600000"
"KLab","3656","5506368200"
"オンコセラピー・サイエンス","4564","5504905100"
"ブリッジインターナショナル","7039","5502156000"
"レオクラン","7681","5490162000"
"コマースOneホールディングス","4496","5488564200"
"Link-Uグループ","4446","5484912300"
"シンデン・ハイテックス","3131","5448536400"
"ウイルテック","7087","5446623000"
"メディア工房","3815","5446600000"
"SYSホールディングス","3988","5436858856"
"ユミルリンク","4372","5418499200"
"美樹工業","1718","5414569785"
"南海プライウッド","7887","5401253000"
"セレスポ","9625","5389807500"
"ココルポート","9346","5387802750"
"アイフィスジャパン","7833","5387292000"
"高橋カーテンウォール工業","1994","5349686160"
"SEホールディングス・アンド・インキュベーションズ","9478","5343583280"
"ナカヨ","6715","5331998856"
"グラファイトデザイン","7847","5306438400"
"アイエーグループ","7509","5306286000"
"マナック・ケミカル・パートナーズ","4360","5304375000"
"北越メタル","5446","5304032000"
"TVE","6466","5302286400"
"アクモス","6888","5281361800"
"Globee","5575","5275086366"
"シー・エス・ランバー","7808","5274635100"
"ディー・エル・イー","3686","5271760800"
"創建エース","1757","5256383364"
"コックス","9876","5237384292"
"インプレスホールディングス","9479","5232010000"
"ラキール","4074","5226507000"
"INCLUSIVE","7078","5217861369"
"レカム","3323","5205706065"
"GMB","7214","5203455970"
"川本産業","3604","5202000000"
"ニッキ","6042","5190000000"
"ベルグアース","1383","5185810000"
"ケア21","2373","5180556000"
"サーキュレーション","7379","5176294600"
"アルチザネットワークス","6778","5173042000"
"チエル","3933","5169933000"
"ギグワークス","2375","5163083640"
"センコン物流","9051","5159363000"
"日本高周波鋼業","5476","5155353567"
"サインポスト","3996","5154770985"
"INEST","7111","5151034795"
"南海化学","4040","5150029300"
"靜甲","6286","5141275139"
"ブイキューブ","3681","5135605200"
"京写","6837","5133024000"
"市進ホールディングス","4645","5132765792"
"エコートレーディング","7427","5131064100"
"ウィル","3241","5122880000"
"アスモ","2654","5119069150"
"ARアドバンストテクノロジ","5578","5112076800"
"ソフィアホールディングス","6942","5108070240"
"ブロードエンタープライズ","4415","5100160400"
"初穂商事","7425","5099166900"
"ジーダット","3841","5094469400"
"Green Earth Institute","9212","5092195900"
"ゼネラルパッカー","6267","5090604000"
"SMN","6185","5089849608"
"みらいワークス","6563","5077750000"
"昴","9778","5070040560"
"タカキタ","6325","5068000000"
"プラザホールディングス","7502","5061302079"
"日本ロジテム","9060","5055998050"
"ソレキア","9867","5044704830"
"岡谷電機産業","6926","5042743640"
"理経","8226","5042284325"
"cotta","3359","5039357337"
"エルテス","3967","5038830400"
"ランドビジネス","8944","5034790400"
"小倉クラッチ","6408","5024999905"
"東洋シヤッター","5936","5020278678"
"クレステック","7812","5016301600"
"トーセ","4728","5014923840"
"サイネックス","2376","5014761500"
"高見澤","5283","5011440000"
"清和中央ホールディングス","7531","5010277000"
"トーソー","5956","5010000000"
"三洋堂ホールディングス","3058","5009800000"
"ジェクシード","3719","5003973192"
"ヌーラボ","5033","5003133596"
"ソフトマックス","3671","4991470848"
"ケミプロ化成","4960","4987083900"
"サカイホールディングス","9446","4985207500"
"rakumo","4060","4970800000"
"サノヤスホールディングス","7022","4970772954"
"デ・ウエスタン・セラピテクス研究所","4576","4970428848"
"グッドパッチ","7351","4968599020"
"ギックス","9219","4967600860"
"高見沢サイバネティックス","6424","4950350000"
"Photosynth","4379","4948684200"
"W TOKYO","9159","4942100000"
"ユニフォームネクスト","3566","4935972912"
"フォーシーズHD","3726","4927980630"
"サイバーステップ","3810","4923700128"
"ダイケン","5900","4913705040"
"ディジタルメディアプロフェッショナル","3652","4911439200"
"テリロジーホールディングス","5133","4911069954"
"ミサワ","3169","4907556000"
"アクシスコンサルティング","9344","4895541000"
"ツナググループ・ホールディングス","6551","4888703180"
"菊水化学工業","7953","4880972682"
"サンコー","6964","4878000000"
"ハイブリッドテクノロジーズ","4260","4867606996"
"HPCシステムズ","6597","4867434000"
"オールアバウト","2454","4865742000"
"Enjin","7370","4841333000"
"高松機械工業","6155","4826760000"
"イクヨ","7273","4800120000"
"ティーライフ","3172","4795087500"
"井筒屋","8260","4787366415"
"池上通信機","6771","4786735122"
"日本ピグメント","4119","4782853465"
"ジャパンクラフトホールディングス","7135","4779735040"
"兵機海運","9362","4761360000"
"エンバイオ・ホールディングス","6092","4741616000"
"エキサイトホールディングス","5571","4739341100"
"ジャストプランニング","4287","4737917736"
"イントランス","3237","4697286184"
"ザッパラス","3770","4695944000"
"一家ホールディングス","7127","4689246300"
"シノプス","4428","4675000000"
"東部ネットワーク","9036","4673937000"
"ツインバード","6897","4667896400"
"日本プリメックス","2795","4667435240"
"スーパーツール","5990","4663539738"
"サンリツ","9366","4660945448"
"北川精機","6327","4655729600"
"ヒラキ","3059","4650351200"
"成学社","2179","4647916000"
"フルッタフルッタ","2586","4637270157"
"グローバルスタイル","7126","4634130312"
"フーディソン","7114","4624516800"
"セントラル総合開発","3238","4618123200"
"大谷工業","5939","4609800000"
"ユビキタスAI","3858","4601960000"
"KIYOラーニング","7353","4596657300"
"大森屋","2917","4588286400"
"カルナバイオサイエンス","4572","4580892300"
"リヒトラブ","7975","4578840000"
"多摩川ホールディングス","6838","4568765300"
"ベストワンドットコム","6577","4564800000"
"イボキン","5699","4558176000"
"gooddaysホールディングス","4437","4557450240"
"阿波製紙","3896","4557358848"
"AMGホールディングス","8891","4556683264"
"リンコーコーポレーション","9355","4554900000"
"ODKソリューションズ","3839","4551000000"
"ヒップ","2136","4543767900"
"暁飯島工業","1997","4532000000"
"ぷらっとホーム","6836","4513850000"
"AobaーBBT","2464","4507455600"
"シーボン","4926","4503822400"
"システム・ロケーション","2480","4498200000"
"ダイヤモンドエレクトリックホールディングス","6699","4493436492"
"エストラスト","3280","4489576000"
"香陵住販","3495","4474752000"
"ショーエイコーポレーション","9385","4458800000"
"シキノハイテック","6614","4434852000"
"日本エンタープライズ","4829","4431513500"
"テイン","7217","4428000000"
"エヌアイシ・オートテック","5742","4427500000"
"平和紙業","9929","4421092729"
"太平製作所","6342","4420500000"
"アイリッジ","3917","4416313590"
"ゲンダイエージェンシー","2411","4415700000"
"システムソフト","7527","4411375280"
"DNAチップ研究所","2397","4405430274"
"岡本硝子","7746","4404747627"
"アトミクス","4625","4388652000"
"大水","7538","4380392442"
"日本一ソフトウェア","3851","4361690000"
"トレードワークス","3997","4354353600"
"CSSホールディングス","2304","4350048800"
"旭松食品","2911","4338671456"
"ツカモトコーポレーション","8025","4334280555"
"フリージア・マクロス","6343","4329534720"
"東京一番フーズ","3067","4325417900"
"ジュンテンドー","9835","4323874116"
"太洋基礎工業","1758","4322570400"
"幸和製作所","7807","4319042380"
"日本伸銅","5753","4313400000"
"ムーンバット","8115","4311571257"
"アクリート","4395","4303800000"
"DeltaーFly Pharma","4598","4296007800"
"光村印刷","7916","4292029860"
"クリエイト","3024","4290489000"
"テックファームホールディングス","3625","4283550000"
"大和コンピューター","3816","4281542008"
"フィル・カンパニー","3267","4281498000"
"アルバイトタイムス","2341","4279489358"
"秋川牧園","1380","4279296000"
"盟和産業","7284","4276990839"
"プロレド・パートナーズ","7034","4276719200"
"エヌ・シー・エヌ","7057","4276057500"
"CRI・ミドルウェア","3698","4272862900"
"土木管理総合試験所","6171","4266598500"
"北雄ラッキー","2747","4261836800"
"日本坩堝","5355","4248255600"
"ショクブン","9969","4246000560"
"河西工業","7256","4227754896"
"第一屋製パン","2215","4227239000"
"ユナイテッド&コレクティブ","3557","4225589200"
"KG情報","2408","4224258000"
"ナンシン","7399","4223984000"
"カネミツ","7208","4221641871"
"BlueMeme","4069","4216892042"
"鉱研工業","6297","4215952170"
"キャピタル・アセット・プランニング","3965","4215913695"
"売れるネット広告社","9235","4209000000"
"イーサポートリンク","2493","4207984800"
"東和ハイシステム","4172","4206464000"
"細谷火工","4274","4205376000"
"天昇電気工業","6776","4202458000"
"ユークス","4334","4194288000"
"ホットマン","3190","4190688000"
"サイエンスアーツ","4412","4185294400"
"プラップジャパン","2449","4183034940"
"トーイン","7923","4177262500"
"キッズウェル・バイオ","4584","4177058578"
"スポーツフィールド","7080","4173548160"
"石井表記","6336","4169990520"
"トラストホールディングス","3286","4158395500"
"property technologies","5527","4154251000"
"アサカ理研","5724","4146547600"
"光ビジネスフォーム","3948","4140489328"
"東京自働機械製作所","6360","4138200000"
"シイエヌエス","4076","4135238000"
"オークファン","3674","4130833400"
"ビーアンドピー","7804","4128500000"
"札幌臨床検査センター","9776","4127464000"
"日東製網","3524","4121110000"
"ネクスグループ","6634","4116336516"
"i-plug","4177","4113516705"
"大田花き","7555","4108500000"
"林兼産業","2286","4107510000"
"日本ラッド","4736","4086162570"
"島根銀行","7150","4081760000"
"ユナイトアンドグロウ","4486","4073481000"
"アゼアス","3161","4071133269"
"免疫生物研究所","4570","4061161240"
