会社,証券コード,時価総額,売上高 (通期),営業利益 (通期),売上成長率（％） (通期),営業利益率 (%) (通期)
"パラカ","4809","18903780800","16380000000","3021000000","10.870448084472727","18.443223443223445"
"デジタルハーツホールディングス","3676","18873732000","38790000000","2039000000","6.222482345749498","5.2565094096416605"
"ラクーンホールディングス","3031","18810930978","5808000000","566000000","9.152763690468475","9.745179063360881"
"三協立山","5932","18806558884","353027000000","3807000000","-4.69","1.078387772040099"
"タカミヤ","2445","18727411200","44127000000","3404000000","5.330118871437435","7.714097944569084"
"gumi","3903","18706930452","12066000000","-5040000000","-24.633214665729326","-41.7702635504724"
"日進工具","6157","18676135364","9040000000","1867000000","-6.385386510299881","20.652654867256636"
"ジャノメ","6445","18662500464","36476000000","1716000000","-5.431541831946291","4.704463208685163"
"神戸電鉄","9046","18549663366","22313000000","1859000000","4.652689836311623","8.33146596154708"
"イノテック","9880","18495000000","41358000000","2474000000","7.062531399042314","5.9819140190531455"
"メディアスホールディングス","3154","18293830044","259789000000","1327000000","8.673581521730497","0.5107991485397766"
"ラックランド","9612","18246910500","45116000000","460000000","9.754236239595485","1.0195939356325916"
"アトラエ","6194","18227732878","8598000000","1528000000","10.841820291349748","17.771574784833682"
"セントケア・ホールディング","2374","18174078891","54057000000","3034000000","2.864074783249876","5.6125941136208075"
"恵和","4251","18147328032","17570000000","2455000000","-16.740768330595543","13.972680705748436"
"電気興業","6706","18137600000","28864000000","-1787000000","-9.281201873212424","-6.191103104212861"
"メディカル・データ・ビジョン","3902","18132469278","6419000000","1770000000","5.150231817028455","27.574388534039567"
"テスホールディングス","5074","18084897280","30643000000","2370000000","-10.960337062327469","7.734229677250921"
"システムサポート","4396","18026650000","22029880000","1670000000","14.338903185510617","7.580613239836078"
"オープンドア","3926","17974500000","2561000000","-181000000","24.595163022140582","-7.0675517376025"
"明治電機工業","3388","17884913820","74580000000","2914000000","5.120503150873617","3.90721373022258"
"幸楽苑","7554","17635723251","26800000000","33000000","5.255501445849276","0.12313432835820896"
"ファイバーゲート","9450","17566340800","12613000000","2387000000","-1.4224306369675617","18.924918734638865"
"アステナホールディングス","8095","17540652096","57993000000","2815000000","11.56","4.854034107564706"
"アドソル日進","3837","17380685250","14078000000","1437000000","9.624062972397525","10.207415826111664"
"ニチモウ","8091","17278878400","127756000000","2020000000","0.7309053922998743","1.5811390463070225"
"フォーカスシステムズ","4662","17254225578","31509959000","1974004000","8.192296313916984","6.264698725885362"
"グランディハウス","8999","17199345600","51521000000","1175000000","-6.673996625004506","2.280623435104132"
"クロスキャット","2307","17175730740","14931000000","1521000000","7.916094748466463","10.186859553948162"
"大末建設","1814","17088902250","77815000000","1590000000","8.326140824679129","2.043307845531067"
"清水銀行","8364","16798421874","29904000000","","5.284653029609544",""
"ビューティガレージ","3180","16756128000","29840000000","1700000000","12.903940426977428","5.697050938337802"
"イノベーションホールディングス","3484","16666959200","14263000000","974000000","9.124417137284695","6.828857884035616"
"オオバ","9765","16626000000","16485000000","1842000000","5.35","11.173794358507735"
"日本カーバイド工業","4064","16343108365","43231000000","849000000","-1.7655880748954758","1.963868520274803"
"ポールトゥウィンホールディングス","3657","16330768000","46980000000","512000000","17.658107778132575","1.0898254576415496"
"日本エム・ディ・エム","7600","16309142080","23177000000","1746000000","8.771629137787372","7.533330456918497"
"住江織物","3501","16286183440","103478000000","3300000000","9.12","3.1890836699588316"
"第一稀元素化学工業","4082","16177200000","35220000000","2422000000","-1.4774549394328318","6.876774559909142"
"ニーズウェル","3992","16157582400","9549000000","1185000000","8.994407031160833","12.409676405906378"
"ヒト・コミュニケーションズ・ホールディングス","4433","16145198366","58547000000","1568000000","-8.49","2.678190171998565"
"積水化成品工業","4228","16069933278","130265000000","1261000000","4.476953554213495","0.9680267147737305"
"キューブシステム","2335","16065000000","18021000000","1536000000","10.384146139029511","8.523389379057766"
"冨士ダイス","6167","15960000000","16678000000","809000000","-2.916351359217657","4.850701522964384"
"マーキュリアホールディングス","7347","15695073000","5842000000","1344000000","27.043028921534713","23.005819924683326"
"Gunosy","6047","15584888682","7344000000","70000000","-8.79","0.9531590413943355"
"大幸薬品","4574","15342980700","6120000000","-1005000000","21.428571428571416","-16.42156862745098"
"セルソース","4880","15329921400","4355063000","129158000","-3.447056496954687","2.965697625958568"
"オカダアイヨン","6294","15299506200","27095000000","2719000000","14.927702437226543","10.035061819523898"
"クロス・マーケティンググループ","3675","15257434496","26185000000","1844000000","4.3463138792911025","7.042199732671377"
"Ubicomホールディングス","3937","15209517600","5942000000","1072000000","13.252765420206458","18.041063614944463"
"加藤製作所","6390","15207945165","57498000000","1654000000","-0.05562315313750332","2.8766217955407147"
"ビーアールホールディングス","1726","15203940000","40259000000","2062000000","11.762256398867365","5.121836111180109"
"アーレスティ","5852","14919282728","158254000000","2291000000","12.28625352992097","1.4476727286514084"
"アイ・エス・ビー","9702","14857339779","32388000000","2734000000","11.864070992860292","8.441398048659998"
"オープングループ","6572","14816452000","6165703000","520076000","3.49","8.434983001938303"
"シード","7743","14769769936","32396000000","2050000000","5.890670269050105","6.327941721200148"
"ぐるなび","2440","14112142400","12982000000","-339000000","5.578483394607673","-2.6113079648744417"
"ダブル・スコープ","6619","14027302400","48043000000","3865000000","","8.044876464833587"
"曙ブレーキ工業","7238","14007211329","166301000000","3153000000","7.998883000831242","1.8959597356600382"
"正興電機製作所","6653","13826143715","27071000000","1622000000","8.253688967089218","5.991651582874663"
"人・夢・技術グループ","9248","13785024000","39814000000","1790000000","0.01","4.495905962726679"
"エニグモ","3665","13517514000","6203762000","999507000","-9.682077158981812","16.111304721232052"
"TOKYO BASE","3415","13477617866","19986000000","881000000","4.192200776379423","4.408085659961973"
"トレックス・セミコンダクター","6616","12940704000","25751000000","-1778000000","-19.419560484724315","-6.904586229660985"
"テイクアンドギヴ・ニーズ","4331","12938107050","47020000000","4208000000","3.27","8.949383241173967"
"メンバーズ","2130","12871410300","20467084000","46951000","15.880139651216197","0.22939760251142763"
"ピックルスホールディングス","2935","12858430000","43028000000","1668000000","4.81","3.8765455052523943"
"キュービーネットホールディングス","6571","12743015600","24757000000","2115000000","8.841114921304836","8.543038332592802"
"シキボウ","3109","12721153197","38681000000","1428000000","2.079539756683289","3.6917349603164347"
"東邦アセチレン","4093","12642220000","35423000000","2116000000","3.9174408011913613","5.973520029359456"
"インターアクション","7725","12626689400","7754000000","1577000000","13.08","20.33789012122775"
"アイ・アールジャパンホールディングス","6035","12594835260","5664000000","1072000000","-5.795913099390972","18.926553672316384"
"日本ハウスホールディングス","1873","12280000000","12890000000","-1274000000","-67.03577730608905","-9.883630721489526"
"ダイレクトマーケティングミックス","7354","12117889680","26851302000","1220466000","-22.55959255111894","4.545276798868078"
"アドウェイズ","2489","12013716000","13524000000","921000000","0.8078567514690604","6.810115350488022"
"ランドコンピュータ","3924","11733038700","13732000000","1729000000","18.594620923849675","12.591028255170405"
"エル・ティー・エス","6560","11611035975","12242000000","717000000","27.028505250535773","5.856886129717367"
"アドバンスクリエイト","8798","11391386000","10163000000","-2020000000","-14.313137550558025","-19.876020859982287"
"エンビプロ・ホールディングス","5698","11238507624","52214000000","1409000000","6.148451986833564","2.698509978166775"
"アクシージア","4936","11073480000","12192000000","918000000","7.503747464950166","7.5295275590551185"
"PEGASUS","6262","10850098200","17542000000","38000000","-30.63252014047329","0.2166229620339756"
"JUKI","6440","10366340113","94750000000","-2699000000","-19.330120728114835","-2.8485488126649074"
"アステリア","3853","9970021050","2909008000","-3641629000","-13.89","-125.18456463509212"
"ADワークスグループ","2982","9909652800","41342000000","2441000000","48.41","5.904407140438296"
"キャリアデザインセンター","2410","9720324328","17734862000","1432861000","1.99","8.079346769092425"
"メドピア","6095","9586074760","14948000000","1291000000","2.8060522696011105","8.636606903933638"
"エノモト","6928","9501658240","25244000000","160000000","-13.741159100953524","0.633813975598162"
"シンクロ・フード","3963","9438804000","3602000000","1038000000","22.93","28.81732370905053"
"ベステラ","1433","8999190200","9394000000","246000000","72.0913736680047","2.6186927826272086"
"ワイエイシイホールディングス","6298","8997749134","26809000000","2006000000","11.176080285311428","7.482561826252378"
"フロンティア・マネジメント","7038","8663643571","10025000000","1251000000","26.64776319837084","12.478802992518704"
"FIG","4392","8214796215","13534000000","723000000","4.80099117237107","5.3421013743165355"
"ユー・エム・シー・エレクトロニクス","6615","8030844080","131289000000","2043000000","-18.810062706393083","1.556109041884697"
"ユニチカ","3103","7854318648","118341000000","-2475000000","0.33830187719388505","-2.0914137957259107"
"駒井ハルテック","5915","7722617077","55384000000","722000000","39.41148337402774","1.3036255958399539"
"ジェイテックコーポレーション","3446","7649880000","2010000000","285000000","5.32521123992926","14.17910447761194"
"マーケットエンタープライズ","3135","7412537400","19008339000","298759000","24.58261994648312","1.5717259672189139"
"東邦亜鉛","5707","7023714357","130803000000","-690000000","-10.263851156664188","-0.5275108369074103"
"Orchestra Holdings","6533","6995495600","12109000000","765000000","16.680661151227355","6.3176149971095885"
"スカラ","4845","6462259076","10714549000","-2155020000","-15.262462142316807","-20.113025755913757"
"ゴルフダイジェスト・オンライン","3319","6103516000","52918122000","380361000","14.814030685681061","0.7187726729984862"
"KLab","3656","5506368200","10717000000","-1127000000","-36.51","-10.516002612671455"
"Link-Uグループ","4446","5484912300","3662000000","353000000","17.034196228827085","9.639541234298198"
"ブイキューブ","3681","5135605200","11084000000","-156000000","-9.363990175920051","-1.4074341392998917"
"ダイヤモンドエレクトリックホールディングス","6699","4493436492","93334000000","230000000","2.445503040414465","0.2464268112370626"
"プロレド・パートナーズ","7034","4276719200","3205000000","-90000000","18.047882136279924","-2.80811232449298"
