jp,usd,us,capitalization_JP,capitalization_US,USD
2977223309 ,102500416 ,15990064896 ,,,
2964356820 ,102434178 ,15979731768 ,,,
2958340000 ,102192544 ,15942036864 ,,,
2947083000 ,101984438 ,15909572328 ,,,
2940851393 ,101981360 ,15909092160 ,,,
2939902000 ,101627801 ,15853936956 ,,,
2939682000 ,101136313 ,15777264828 ,,,
2936295846 ,101124018 ,15775346808 ,,,
2932281544 ,101104134 ,15772244904 ,,,
2929771000 ,100726329 ,15713307324 ,,,
2924416000 ,100708681 ,15710554236 ,,,
2922959004 ,100667765 ,15704171340 ,,,
2919844000 ,100630128 ,15698299968 ,,,
2904723500 ,100565795 ,15688264020 ,,,
2899333944 ,100461969 ,15672067164 ,,,
2899096200 ,99691172 ,15551822832 ,,,
2898987000 ,99512832 ,15524001792 ,,,
2891456955 ,99131634 ,15464534904 ,,,
2883960000 ,98231073 ,15324047388 ,,,
2873757600 ,98214465 ,15321456540 ,,,
2870007600 ,98064870 ,15298119720 ,,,
2865673505 ,97837723 ,15262684788 ,,,
2864675520 ,97710637 ,15242859372 ,,,
2860585056 ,97582607 ,15222886692 ,,,
2853768185 ,97482614 ,15207287784 ,,,
2852886333 ,97205200 ,15164011200 ,,,
2849136850 ,97182815 ,15160519140 ,,,
2844828000 ,97125704 ,15151609824 ,,,
2835122808 ,96920616 ,15119616096 ,,,
2834865000 ,96787168 ,15098798208 ,,,
2834335152 ,96635194 ,15075090264 ,,,
2819476000 ,96453063 ,15046677828 ,,,
2819245462 ,96438192 ,15044357952 ,,,
2813940000 ,96339775 ,15029004900 ,,,
2811434250 ,96235628 ,15012757968 ,,,
2810365280 ,96049615 ,14983739940 ,,,
2809303200 ,95956500 ,14969214000 ,,,
2804175800 ,95924812 ,14964270672 ,,,
2800215040 ,95454680 ,14890930080 ,,,
2793660000 ,95406000 ,14883336000 ,,,
2791030000 ,95347883 ,14874269748 ,,,
2780136000 ,95032115 ,14825009940 ,,,
2777810800 ,94875219 ,14800534164 ,,,
2777424750 ,94810066 ,14790370296 ,,,
2777031040 ,94631533 ,14762519148 ,,,
2776736000 ,94586797 ,14755540332 ,,,
2776384000 ,94570266 ,14752961496 ,,,
2764888500 ,94518778 ,14744929368 ,,,
2759095500 ,94489821 ,14740412076 ,,,
2758611212 ,94290212 ,14709273072 ,,,
2756520000 ,94195591 ,14694512196 ,,,
2755599000 ,94137215 ,14685405540 ,,,
2750441519 ,93865463 ,14643012228 ,,,
2747360000 ,93811621 ,14634612876 ,,,
2741654998 ,93782861 ,14630126316 ,,,
2738582400 ,93666400 ,14611958400 ,,,
2736059000 ,93216192 ,14541725952 ,,,
2731871610 ,92700979 ,14461352724 ,,,
2711588000 ,92639301 ,14451730956 ,,,
2709451500 ,92431358 ,14419291848 ,,,
2708576000 ,92102584 ,14368003104 ,,,
2708197350 ,91955797 ,14345104332 ,,,
2690281231 ,91912658 ,14338374648 ,,,
2690087610 ,91911517 ,14338196652 ,,,
2687940000 ,91676783 ,14301578148 ,,,
2682015985 ,91597542 ,14289216552 ,,,
2681000000 ,91540456 ,14280311136 ,,,
2679693600 ,91335904 ,14248401024 ,,,
2678379762 ,91131264 ,14216477184 ,,,
2677259124 ,91011550 ,14197801800 ,,,
2676623500 ,90797786 ,14164454616 ,,,
2673597100 ,90413043 ,14104434708 ,,,
2669328000 ,90384547 ,14099989332 ,,,
2668050000 ,90074665 ,14051647740 ,,,
2667030000 ,90061303 ,14049563268 ,,,
2666689900 ,89886033 ,14022221148 ,,,
2658905000 ,89754630 ,14001722280 ,,,
2656651870 ,89584424 ,13975170144 ,,,
2656192000 ,89552853 ,13970245068 ,,,
2647866816 ,89445894 ,13953559464 ,,,
2642560200 ,89406607 ,13947430692 ,,,
2630512000 ,89330577 ,13935570012 ,,,
2627716230 ,89198594 ,13914980664 ,,,
2616528000 ,89086001 ,13897416156 ,,,
2601568838 ,88866777 ,13863217212 ,,,
2594083800 ,88694320 ,13836313920 ,,,
2591862000 ,88512453 ,13807942668 ,,,
2588822680 ,88182511 ,13756471716 ,,,
2584243200 ,87776911 ,13693198116 ,,,
2583618996 ,87719903 ,13684304868 ,,,
2576200000 ,87366669 ,13629200364 ,,,
2573564000 ,87208380 ,13604507280 ,,,
2573175646 ,86883837 ,13553878572 ,,,
2572774750 ,86619127 ,13512583812 ,,,
2557025874 ,86569388 ,13504824528 ,,,
2555350000 ,86462245 ,13488110220 ,,,
2555148000 ,86402623 ,13478809188 ,,,
2549668680 ,86377656 ,13474914336 ,,,
2549013000 ,86358444 ,13471917264 ,,,
2546465040 ,86187395 ,13445233620 ,,,
2540269786 ,86113943 ,13433775108 ,,,
2537146560 ,86054499 ,13424501844 ,,,
2536203700 ,85971260 ,13411516560 ,,,
2534682000 ,85888644 ,13398628464 ,,,
2524500000 ,85845302 ,13391867112 ,,,
2512702500 ,85728247 ,13373606532 ,,,
2512619200 ,85344163 ,13313689428 ,,,
2510214000 ,85183638 ,13288647528 ,,,
2509421200 ,85131841 ,13280567196 ,,,
2506413796 ,85084793 ,13273227708 ,,,
2498300000 ,84963935 ,13254373860 ,,,
2497146972 ,84883615 ,13241843940 ,,,
2489708000 ,84513180 ,13184056080 ,,,
2484763760 ,84330900 ,13155620400 ,,,
2484484743 ,84304855 ,13151557380 ,,,
2482720446 ,84180079 ,13132092324 ,,,
2482463100 ,84033069 ,13109158764 ,,,
2482323602 ,83637748 ,13047488688 ,,,
2479293200 ,83591829 ,13040325324 ,,,
2477263680 ,82989738 ,12946399128 ,,,
2476500000 ,82988928 ,12946272768 ,,,
2474893500 ,82943151 ,12939131556 ,,,
2473481280 ,82811340 ,12918569040 ,,,
2472000000 ,82740199 ,12907471044 ,,,
2462777472 ,82727886 ,12905550216 ,,,
2454198800 ,82720105 ,12904336380 ,,,
2443219500 ,82686655 ,12899118180 ,,,
2439717872 ,82563895 ,12879967620 ,,,
2437093406 ,82367302 ,12849299112 ,,,
2436000000 ,82249728 ,12830957568 ,,,
2428291332 ,82126530 ,12811738680 ,,,
2413386300 ,82055341 ,12800633196 ,,,
2404670400 ,82024600 ,12795837600 ,,,
2404277320 ,81844038 ,12767669928 ,,,
2403048000 ,81702736 ,12745626816 ,,,
2393509000 ,81637073 ,12735383388 ,,,
2385613920 ,81561854 ,12723649224 ,,,
2379022500 ,81412122 ,12700291032 ,,,
2376275670 ,81411111 ,12700133316 ,,,
2375568000 ,81393154 ,12697332024 ,,,
2374987776 ,81313188 ,12684857328 ,,,
2368880300 ,81302921 ,12683255676 ,,,
2352465402 ,81220166 ,12670345896 ,,,
2351227200 ,80699851 ,12589176756 ,,,
2348974600 ,80378654 ,12539070024 ,,,
2347578000 ,80333309 ,12531996204 ,,,
2330640000 ,80277255 ,12523251780 ,,,
2325600000 ,80000000 ,12480000000 ,,,
2322765900 ,79975091 ,12476114196 ,,,
2322017800 ,79923488 ,12468064128 ,,,
2309054400 ,79802087 ,12449125572 ,,,
2298499200 ,79313246 ,12372866376 ,,,
2294187500 ,78988784 ,12322250304 ,,,
2282829000 ,78897406 ,12307995336 ,,,
2280312000 ,78769504 ,12288042624 ,,,
2277378600 ,78763964 ,12287178384 ,,,
2275404175 ,78710278 ,12278803368 ,,,
2272411248 ,78683819 ,12274675764 ,,,
2271199500 ,78591845 ,12260327820 ,,,
2270209500 ,78569149 ,12256787244 ,,,
2257293654 ,78485948 ,12243807888 ,,,
2256255155 ,78270381 ,12210179436 ,,,
2253487333 ,77955098 ,12160995288 ,,,
2247997266 ,77824663 ,12140647428 ,,,
2240970641 ,77807182 ,12137920392 ,,,
2235863500 ,77782106 ,12134008536 ,,,
2234970000 ,77679963 ,12118074228 ,,,
2231412260 ,77590667 ,12104144052 ,,,
2228592000 ,77552576 ,12098201856 ,,,
2228512000 ,77316908 ,12061437648 ,,,
2228173442 ,77168107 ,12038224692 ,,,
2227451100 ,77085360 ,12025316160 ,,,
2226956000 ,76964177 ,12006411612 ,,,
2222797104 ,76931831 ,12001365636 ,,,
2218725000 ,76789178 ,11979111768 ,,,
2218370000 ,76433479 ,11923622724 ,,,
2218300320 ,76417458 ,11921123448 ,,,
2212947698 ,76354820 ,11911351920 ,,,
2212548000 ,76337317 ,11908621452 ,,,
2212140690 ,75980778 ,11853001368 ,,,
2204480152 ,75919374 ,11843422344 ,,,
2199600000 ,75853955 ,11833216980 ,,,
2194799035 ,75802606 ,11825206536 ,,,
2188746000 ,75748295 ,11816734020 ,,,
2187738000 ,75677851 ,11805744756 ,,,
2186538300 ,75607509 ,11794771404 ,,,
2179780000 ,75542650 ,11784653400 ,,,
2177791980 ,75278264 ,11743409184 ,,,
2177501100 ,75208464 ,11732520384 ,,,
2172841216 ,74982903 ,11697332868 ,,,
2169260000 ,74970195 ,11695350420 ,,,
2158279000 ,74954597 ,11692917132 ,,,
2154828000 ,74909718 ,11685916008 ,,,
2145081600 ,74906534 ,11685419304 ,,,
2137242300 ,74875500 ,11680578000 ,,,
2136000000 ,74853032 ,11677072992 ,,,
2134513160 ,74793391 ,11667768996 ,,,
2134440000 ,74654860 ,11646158160 ,,,
2133600000 ,74579961 ,11634473916 ,,,
2128359200 ,74537118 ,11627790408 ,,,
2128022289 ,74496244 ,11621414064 ,,,
2117273108 ,74280000 ,11587680000 ,,,
2114750000 ,74197787 ,11574854772 ,,,
2114560000 ,74134625 ,11565001500 ,,,
2107632870 ,73848568 ,11520376608 ,,,
2100717300 ,73707813 ,11498418828 ,,,
2092074800 ,73685679 ,11494965924 ,,,
2087697030 ,73518941 ,11468954796 ,,,
2086445760 ,73472165 ,11461657740 ,,,
2085440000 ,73449228 ,11458079568 ,,,
2082250363 ,73382087 ,11447605572 ,,,
2080871100 ,73199336 ,11419096416 ,,,
2080280000 ,73055959 ,11396729604 ,,,
2079288750 ,73042727 ,11394665412 ,,,
2068625625 ,73017708 ,11390762448 ,,,
2061450000 ,72971985 ,11383629660 ,,,
2058924980 ,72886008 ,11370217248 ,,,
2056606560 ,72864862 ,11366918472 ,,,
2051902450 ,72814738 ,11359099128 ,,,
2046204000 ,72671451 ,11336746356 ,,,
2045065500 ,72580476 ,11322554256 ,,,
2043014400 ,72387167 ,11292398052 ,,,
2040360000 ,72284397 ,11276365932 ,,,
2037000000 ,71763872 ,11195164032 ,,,
2034463200 ,71675534 ,11181383304 ,,,
2032000000 ,71644947 ,11176611732 ,,,
2031545100 ,71437066 ,11144182296 ,,,
2027321711 ,71372326 ,11134082856 ,,,
2025219910 ,71331901 ,11127776556 ,,,
2019273800 ,71129803 ,11096249268 ,,,
2016278817 ,71081627 ,11088733812 ,,,
2014950000 ,71059996 ,11085359376 ,,,
2013202950 ,70966189 ,11070725484 ,,,
1990897720 ,70893568 ,11059396608 ,,,
1990484000 ,70863625 ,11054725500 ,,,
1986273050 ,70726720 ,11033368320 ,,,
1972361600 ,70709064 ,11030613984 ,,,
1970916000 ,70597255 ,11013171780 ,,,
1968568427 ,70571438 ,11009144328 ,,,
1968244344 ,70530590 ,11002772040 ,,,
1963079600 ,70526874 ,11002192344 ,,,
1941444050 ,70457023 ,10991295588 ,,,
1939932800 ,70372739 ,10978147284 ,,,
1934577138 ,70159190 ,10944833640 ,,,
1928060000 ,69897608 ,10904026848 ,,,
1924479000 ,69793907 ,10887849492 ,,,
1914713110 ,69124182 ,10783372392 ,,,
1908719790 ,69118658 ,10782510648 ,,,
1907187046 ,69015601 ,10766433756 ,,,
1899054600 ,68957520 ,10757373120 ,,,
1898191911 ,68869767 ,10743683652 ,,,
1895391280 ,68869660 ,10743666960 ,,,
1893348000 ,68777589 ,10729303884 ,,,
1891326348 ,68748633 ,10724786748 ,,,
1889792000 ,68698436 ,10716956016 ,,,
1886160000 ,68632865 ,10706726940 ,,,
1883505000 ,68515869 ,10688475564 ,,,
1880847800 ,68441283 ,10676840148 ,,,
1874888656 ,68403545 ,10670953020 ,,,
1871100000 ,68313722 ,10656940632 ,,,
1870112400 ,68115000 ,10625940000 ,,,
1863960000 ,67882357 ,10589647692 ,,,
1863450000 ,67765647 ,10571440932 ,,,
1850382000 ,67732365 ,10566248940 ,,,
1841693280 ,67445788 ,10521542928 ,,,
1841088000 ,67383588 ,10511839728 ,,,
1840603284 ,67366471 ,10509169476 ,,,
1838617560 ,66805164 ,10421605584 ,,,
1835277000 ,66714858 ,10407517848 ,,,
1829765200 ,66593750 ,10388625000 ,,,
1827109200 ,66452049 ,10366519644 ,,,
1822609600 ,66430061 ,10363089516 ,,,
1821738000 ,66101694 ,10311864264 ,,,
1819602460 ,65926712 ,10284567072 ,,,
1817842000 ,65746163 ,10256401428 ,,,
1799647032 ,65737458 ,10255043448 ,,,
1789832000 ,65609843 ,10235135508 ,,,
1784417100 ,65607198 ,10234722888 ,,,
1779758400 ,65510156 ,10219584336 ,,,
1767470500 ,65382534 ,10199675304 ,,,
1745362500 ,65273130 ,10182608280 ,,,
1743445890 ,65245342 ,10178273352 ,,,
1726937500 ,65210646 ,10172860776 ,,,
1725087000 ,65208108 ,10172464848 ,,,
1724380000 ,65172745 ,10166948220 ,,,
1718009304 ,65063459 ,10149899604 ,,,
1717760000 ,64879062 ,10121133672 ,,,
1717041600 ,64873343 ,10120241508 ,,,
1716840000 ,64857151 ,10117715556 ,,,
1716708500 ,64662506 ,10087350936 ,,,
1708227000 ,64353772 ,10039188432 ,,,
1693467000 ,64168608 ,10010302848 ,,,
1686464568 ,64105736 ,10000494816 ,,,
1684428800 ,63980773 ,9981000588 ,,,
1681301760 ,63826841 ,9956987196 ,,,
1680624000 ,63781556 ,9949922736 ,,,
1678883400 ,63769308 ,9948012048 ,,,
1668987515 ,63732148 ,9942215088 ,,,
1665887200 ,63606732 ,9922650192 ,,,
1665818250 ,63493263 ,9904949028 ,,,
1665084300 ,63455939 ,9899126484 ,,,
1644168100 ,63319595 ,9877856820 ,,,
1643109500 ,63316635 ,9877395060 ,,,
1639256000 ,63149566 ,9851332296 ,,,
1626624700 ,63121728 ,9846989568 ,,,
1625313900 ,63098943 ,9843435108 ,,,
1619518600 ,63051161 ,9835981116 ,,,
1604056000 ,63031878 ,9832972968 ,,,
1603750000 ,62938124 ,9818347344 ,,,
1595029040 ,62882607 ,9809686692 ,,,
1587169300 ,62721905 ,9784617180 ,,,
1583713000 ,62650303 ,9773447268 ,,,
1581155232 ,62629083 ,9770136948 ,,,
1578919229 ,62536461 ,9755687916 ,,,
1570140000 ,62403475 ,9734942100 ,,,
1565028800 ,62282020 ,9715995120 ,,,
1550520800 ,62147701 ,9695041356 ,,,
1543420200 ,61902263 ,9656753028 ,,,
1542337900 ,61807524 ,9641973744 ,,,
1540800000 ,61803720 ,9641380320 ,,,
1533303200 ,61511411 ,9595780116 ,,,
1533000000 ,61500000 ,9594000000 ,,,
1532213000 ,61477969 ,9590563164 ,,,
1530000000 ,61390000 ,9576840000 ,,,
1522982000 ,61281754 ,9559953624 ,,,
1513952000 ,61247887 ,9554670372 ,,,
1512014175 ,61189798 ,9545608488 ,,,
1509732000 ,60996558 ,9515463048 ,,,
1503583500 ,60808775 ,9486168900 ,,,
1494071600 ,60780257 ,9481720092 ,,,
1491210000 ,60627452 ,9457882512 ,,,
1483409200 ,60531911 ,9442978116 ,,,
1472347492 ,60492850 ,9436884600 ,,,
1464070764 ,60477155 ,9434436180 ,,,
1460316000 ,60316640 ,9409395840 ,,,
1459263520 ,60255460 ,9399851760 ,,,
1459222800 ,60204339 ,9391876884 ,,,
1457800000 ,60033561 ,9365235516 ,,,
1448220480 ,60007023 ,9361095588 ,,,
1446166080 ,59794033 ,9327869148 ,,,
1446035850 ,59774850 ,9324876600 ,,,
1413239500 ,59773713 ,9324699228 ,,,
1410332000 ,59773506 ,9324666936 ,,,
1409331639 ,59660783 ,9307082148 ,,,
1397740000 ,59531575 ,9286925700 ,,,
1396390500 ,59268993 ,9245962908 ,,,
1383790648 ,59242054 ,9241760424 ,,,
1379407965 ,59190922 ,9233783832 ,,,
1372406507 ,59127212 ,9223845072 ,,,
1369120000 ,58860124 ,9182179344 ,,,
1364459000 ,58837080 ,9178584480 ,,,
1356360000 ,58803557 ,9173354892 ,,,
1350000600 ,58802992 ,9173266752 ,,,
1344876100 ,58745807 ,9164345892 ,,,
1339294572 ,58668750 ,9152325000 ,,,
1336033272 ,58665600 ,9151833600 ,,,
1321984000 ,58638688 ,9147635328 ,,,
1321061200 ,58633863 ,9146882628 ,,,
1320492800 ,58525000 ,9129900000 ,,,
1303651200 ,58202768 ,9079631808 ,,,
1297058826 ,58051411 ,9056020116 ,,,
1295326969 ,57945143 ,9039442308 ,,,
1294231120 ,57910628 ,9034057968 ,,,
1294169100 ,57839954 ,9023032824 ,,,
1290765000 ,57786929 ,9014760924 ,,,
1283153920 ,57721144 ,9004498464 ,,,
1278534400 ,57693440 ,9000176640 ,,,
1277595424 ,57655588 ,8994271728 ,,,
1273050000 ,57582067 ,8982802452 ,,,
1255014000 ,57472671 ,8965736676 ,,,
1254960000 ,57443000 ,8961108000 ,,,
1245428000 ,57429676 ,8959029456 ,,,
1234145843 ,57426471 ,8958529476 ,,,
1233597754 ,57328626 ,8943265656 ,,,
1226483296 ,57064106 ,8902000536 ,,,
1219374964 ,56828144 ,8865190464 ,,,
1178930000 ,56677695 ,8841720420 ,,,
1176480000 ,56677385 ,8841672060 ,,,
1167016900 ,56603480 ,8830142880 ,,,
1159876000 ,56561600 ,8823609600 ,,,
1144165500 ,56354932 ,8791369392 ,,,
1128063716 ,56319956 ,8785913136 ,,,
1124286000 ,56190841 ,8765771196 ,,,
1120335980 ,56162743 ,8761387908 ,,,
1111618200 ,56115579 ,8754030324 ,,,
1096452126 ,55967376 ,8730910656 ,,,
1076196508 ,55955867 ,8729115252 ,,,
1063513920 ,55918678 ,8723313768 ,,,
1054094100 ,55752949 ,8697460044 ,,,
1006632000 ,55658941 ,8682794796 ,,,
999856000 ,55643500 ,8680386000 ,,,
998400000 ,55639526 ,8679766056 ,,,
994480000 ,55539566 ,8664172296 ,,,
977203608 ,55532094 ,8663006664 ,,,
913823680 ,55342806 ,8633477736 ,,,
910715400 ,55261733 ,8620830348 ,,,
906486480 ,55246713 ,8618487228 ,,,
819192000 ,55147629 ,8603030124 ,,,
595625940 ,55115973 ,8598091788 ,,,
559619952 ,54946584 ,8571667104 ,,,
232991850 ,54743592 ,8540000352 ,,,
,54651440 ,8525624640 ,,,
,54492781 ,8500873836 ,,,
,54476370 ,8498313720 ,,,
,54438307 ,8492375892 ,,,
,54413706 ,8488538136 ,,,
,54287981 ,8468925036 ,,,
,54243249 ,8461946844 ,,,
,54151220 ,8447590320 ,,,
,54041750 ,8430513000 ,,,
,53973000 ,8419788000 ,,,
,53709697 ,8378712732 ,,,
,53687442 ,8375240952 ,,,
,53220436 ,8302388016 ,,,
,53130825 ,8288408700 ,,,
,52991076 ,8266607856 ,,,
,52951259 ,8260396404 ,,,
,52884281 ,8249947836 ,,,
,52645392 ,8212681152 ,,,
,52637478 ,8211446568 ,,,
,52624229 ,8209379724 ,,,
,52547301 ,8197378956 ,,,
,52478652 ,8186669712 ,,,
,52446094 ,8181590664 ,,,
,52168938 ,8138354328 ,,,
,52151159 ,8135580804 ,,,
,52133334 ,8132800104 ,,,
,51819203 ,8083795668 ,,,
,51713750 ,8067345000 ,,,
,51604252 ,8050263312 ,,,
,51600000 ,8049600000 ,,,
,51481216 ,8031069696 ,,,
,51458265 ,8027489340 ,,,
,51318721 ,8005720476 ,,,
,51023517 ,7959668652 ,,,
,50848648 ,7932389088 ,,,
,50734674 ,7914609144 ,,,
,50664138 ,7903605528 ,,,
,50509465 ,7879476540 ,,,
,50487216 ,7876005696 ,,,
,50333394 ,7852009464 ,,,
,50296108 ,7846192848 ,,,
,50133824 ,7820876544 ,,,
,50112204 ,7817503824 ,,,
,50083705 ,7813057980 ,,,
,50013841 ,7802159196 ,,,
,49989290 ,7798329240 ,,,
,49985168 ,7797686208 ,,,
,49952050 ,7792519800 ,,,
,49852241 ,7776949596 ,,,
,49807030 ,7769896680 ,,,
,49611530 ,7739398680 ,,,
,49482125 ,7719211500 ,,,
,49311806 ,7692641736 ,,,
,49257991 ,7684246596 ,,,
,49220191 ,7678349796 ,,,
,49048871 ,7651623876 ,,,
,49028596 ,7648460976 ,,,
,49013740 ,7646143440 ,,,
,48968754 ,7639125624 ,,,
,48912325 ,7630322700 ,,,
,48845205 ,7619851980 ,,,
,48781625 ,7609933500 ,,,
,48730442 ,7601948952 ,,,
,48615340 ,7583993040 ,,,
,48611957 ,7583465292 ,,,
,48529159 ,7570548804 ,,,
,48497317 ,7565581452 ,,,
,48285538 ,7532543928 ,,,
,48155002 ,7512180312 ,,,
,48037990 ,7493926440 ,,,
,47878074 ,7468979544 ,,,
,47819319 ,7459813764 ,,,
,47794102 ,7455879912 ,,,
,47725880 ,7445237280 ,,,
,47504357 ,7410679692 ,,,
,47486644 ,7407916464 ,,,
,47454160 ,7402848960 ,,,
,47288147 ,7376950932 ,,,
,47133460 ,7352819760 ,,,
,47082260 ,7344832560 ,,,
,47060314 ,7341408984 ,,,
,46979709 ,7328834604 ,,,
,46764033 ,7295189148 ,,,
,46401371 ,7238613876 ,,,
,46359803 ,7232129268 ,,,
,46280310 ,7219728360 ,,,
,46030535 ,7180763460 ,,,
,45867858 ,7155385848 ,,,
,45715136 ,7131561216 ,,,
,45656416 ,7122400896 ,,,
,45427984 ,7086765504 ,,,
,45308978 ,7068200568 ,,,
,45259534 ,7060487304 ,,,
,45163614 ,7045523784 ,,,
,45146710 ,7042886760 ,,,
,44891515 ,7003076340 ,,,
,44764920 ,6983327520 ,,,
,44694147 ,6972286932 ,,,
,44662699 ,6967381044 ,,,
,44621563 ,6960963828 ,,,
,44555923 ,6950723988 ,,,
,44518000 ,6944808000 ,,,
,44384057 ,6923912892 ,,,
,44373734 ,6922302504 ,,,
,44371232 ,6921912192 ,,,
,44297125 ,6910351500 ,,,
,44150131 ,6887420436 ,,,
,44050012 ,6871801872 ,,,
,44013590 ,6866120040 ,,,
,43879584 ,6845215104 ,,,
,43850235 ,6840636660 ,,,
,43766045 ,6827503020 ,,,
,43765697 ,6827448732 ,,,
,43730858 ,6822013848 ,,,
,43674247 ,6813182532 ,,,
,43650073 ,6809411388 ,,,
,43638121 ,6807546876 ,,,
,43570234 ,6796956504 ,,,
,43547963 ,6793482228 ,,,
,43458813 ,6779574828 ,,,
,43449449 ,6778114044 ,,,
,43401470 ,6770629320 ,,,
,43138341 ,6729581196 ,,,
,43135720 ,6729172320 ,,,
,43075210 ,6719732760 ,,,
,43066977 ,6718448412 ,,,
,42964320 ,6702433920 ,,,
,42912953 ,6694420668 ,,,
,42872742 ,6688147752 ,,,
,42554325 ,6638474700 ,,,
,42509390 ,6631464840 ,,,
,42502870 ,6630447720 ,,,
,42417198 ,6617082888 ,,,
,42374526 ,6610426056 ,,,
,42369053 ,6609572268 ,,,
,42315000 ,6601140000 ,,,
,42261887 ,6592854372 ,,,
,42096221 ,6567010476 ,,,
,42051384 ,6560015904 ,,,
,41949904 ,6544185024 ,,,
,41832046 ,6525799176 ,,,
,41780292 ,6517725552 ,,,
,41687669 ,6503276364 ,,,
,41533090 ,6479162040 ,,,
,41508199 ,6475279044 ,,,
,41401831 ,6458685636 ,,,
,41277083 ,6439224948 ,,,
,41251799 ,6435280644 ,,,
,41243598 ,6434001288 ,,,
,41233815 ,6432475140 ,,,
,41163939 ,6421574484 ,,,
,41095331 ,6410871636 ,,,
,41064299 ,6406030644 ,,,
,40804935 ,6365569860 ,,,
,40803882 ,6365405592 ,,,
,40642672 ,6340256832 ,,,
,40568396 ,6328669776 ,,,
,40542275 ,6324594900 ,,,
,40407996 ,6303647376 ,,,
,40399466 ,6302316696 ,,,
,40311209 ,6288548604 ,,,
,40214157 ,6273408492 ,,,
,40143913 ,6262450428 ,,,
,40002884 ,6240449904 ,,,
,39959938 ,6233750328 ,,,
,39950872 ,6232336032 ,,,
,39828869 ,6213303564 ,,,
,39800710 ,6208910760 ,,,
,39795635 ,6208119060 ,,,
,39738694 ,6199236264 ,,,
,39699823 ,6193172388 ,,,
,39308514 ,6132128184 ,,,
,39259804 ,6124529424 ,,,
,39257560 ,6124179360 ,,,
,39088772 ,6097848432 ,,,
,38971385 ,6079536060 ,,,
,38861546 ,6062401176 ,,,
,38778228 ,6049403568 ,,,
,38716589 ,6039787884 ,,,
,38544303 ,6012911268 ,,,
,38536937 ,6011762172 ,,,
,38274844 ,5970875664 ,,,
,38222888 ,5962770528 ,,,
,38135664 ,5949163584 ,,,
,38048453 ,5935558668 ,,,
,37946190 ,5919605640 ,,,
,37945426 ,5919486456 ,,,
,37841558 ,5903283048 ,,,
,37798348 ,5896542288 ,,,
,37535002 ,5855460312 ,,,
,37460604 ,5843854224 ,,,
,37404759 ,5835142404 ,,,
,37346667 ,5826080052 ,,,
,37310771 ,5820480276 ,,,
,37175808 ,5799426048 ,,,
,37060372 ,5781418032 ,,,
,37039937 ,5778230172 ,,,
,36872963 ,5752182228 ,,,
,36756232 ,5733972192 ,,,
,36702211 ,5725544916 ,,,
,36646151 ,5716799556 ,,,
,36610370 ,5711217720 ,,,
,36595476 ,5708894256 ,,,
,36590695 ,5708148420 ,,,
,36560403 ,5703422868 ,,,
,36540311 ,5700288516 ,,,
,36432623 ,5683489188 ,,,
,36396214 ,5677809384 ,,,
,36360576 ,5672249856 ,,,
,36335746 ,5668376376 ,,,
,36316180 ,5665324080 ,,,
,36309935 ,5664349860 ,,,
,36185796 ,5644984176 ,,,
,36136310 ,5637264360 ,,,
,36002009 ,5616313404 ,,,
,35943297 ,5607154332 ,,,
,35869498 ,5595641688 ,,,
,35845670 ,5591924520 ,,,
,35667547 ,5564137332 ,,,
,35655986 ,5562333816 ,,,
,35626072 ,5557667232 ,,,
,35617892 ,5556391152 ,,,
,35527029 ,5542216524 ,,,
,35439723 ,5528596788 ,,,
,35198506 ,5490966936 ,,,
,35193510 ,5490187560 ,,,
,35149195 ,5483274420 ,,,
,35017314 ,5462700984 ,,,
,34983000 ,5457348000 ,,,
,34931885 ,5449374060 ,,,
,34928175 ,5448795300 ,,,
,34873800 ,5440312800 ,,,
,34803978 ,5429420568 ,,,
,34636628 ,5403313968 ,,,
,34606252 ,5398575312 ,,,
,34584343 ,5395157508 ,,,
,34492685 ,5380858860 ,,,
,34471982 ,5377629192 ,,,
,34389227 ,5364719412 ,,,
,34358307 ,5359895892 ,,,
,34356879 ,5359673124 ,,,
,34326696 ,5354964576 ,,,
,34213463 ,5337300228 ,,,
,34108263 ,5320889028 ,,,
,34073868 ,5315523408 ,,,
,34050666 ,5311903896 ,,,
,34037670 ,5309876520 ,,,
,34028232 ,5308404192 ,,,
,33985993 ,5301814908 ,,,
,33954747 ,5296940532 ,,,
,33842460 ,5279423760 ,,,
,33829813 ,5277450828 ,,,
,33696808 ,5256702048 ,,,
,33549839 ,5233774884 ,,,
,33423508 ,5214067248 ,,,
,33258671 ,5188352676 ,,,
,33159929 ,5172948924 ,,,
,33104950 ,5164372200 ,,,
,32906238 ,5133373128 ,,,
,32798674 ,5116593144 ,,,
,32792645 ,5115652620 ,,,
,32581673 ,5082740988 ,,,
,32579337 ,5082376572 ,,,
,32455438 ,5063048328 ,,,
,32383922 ,5051891832 ,,,
,32346965 ,5046126540 ,,,
,32183541 ,5020632396 ,,,
,32175277 ,5019343212 ,,,
,32167203 ,5018083668 ,,,
,31936604 ,4982110224 ,,,
,31925732 ,4980414192 ,,,
,31900997 ,4976555532 ,,,
,31794700 ,4959973200 ,,,
,31790421 ,4959305676 ,,,
,31690809 ,4943766204 ,,,
,31675991 ,4941454596 ,,,
,31658603 ,4938742068 ,,,
,31273646 ,4878688776 ,,,
,31250398 ,4875062088 ,,,
,31191358 ,4865851848 ,,,
